Location;Parameter;Result;Units;Timestep;Aggregation;Datetime (UTC);timeStep;resultType
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/31/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;30;cfs;daily;average;3/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/31/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;57;cfs;daily;average;4/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;4/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;4/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;4/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;60;cfs;daily;average;5/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;142;cfs;daily;average;5/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;5/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;5/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;5/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;5/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;80;cfs;daily;average;5/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;5/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;5/31/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;31;cfs;daily;average;6/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;6/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;6/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;26;cfs;daily;average;6/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;6/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;7/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;77;cfs;daily;average;7/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;7/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;7/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;128;cfs;daily;average;7/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;180;cfs;daily;average;7/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;227;cfs;daily;average;7/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;277;cfs;daily;average;7/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;324;cfs;daily;average;7/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;350;cfs;daily;average;7/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;350;cfs;daily;average;7/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;365;cfs;daily;average;7/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;411;cfs;daily;average;7/31/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;452;cfs;daily;average;8/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;500;cfs;daily;average;8/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;550;cfs;daily;average;8/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;608;cfs;daily;average;8/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;592;cfs;daily;average;8/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;592;cfs;daily;average;8/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;8/31/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/12/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/13/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/14/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/15/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/16/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/17/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/18/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/19/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/20/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/21/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/22/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/23/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/24/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/25/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/26/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;422;cfs;daily;average;9/27/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/28/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/29/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;9/30/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;595;cfs;daily;average;10/1/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;600;cfs;daily;average;10/2/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;403;cfs;daily;average;10/3/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/4/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/5/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/6/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/7/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/8/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/9/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;10/10/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;136;cfs;daily;average;10/11/12 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;10/12/12 7:00;day;observed
