Location;Parameter;Result;Units;Timestep;Aggregation;Datetime (UTC);timeStep;resultType
Heron Reservoir and Dam;Lake/Reservoir Release - Total;203;cfs;daily;average;5/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;205;cfs;daily;average;5/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;205;cfs;daily;average;5/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;205;cfs;daily;average;5/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;205;cfs;daily;average;5/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;125;cfs;daily;average;5/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;5/31/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;6/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;6/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;6/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;287;cfs;daily;average;6/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;502;cfs;daily;average;6/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;502;cfs;daily;average;6/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;502;cfs;daily;average;6/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;502;cfs;daily;average;6/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;501;cfs;daily;average;6/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;501;cfs;daily;average;6/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;502;cfs;daily;average;6/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;501;cfs;daily;average;6/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;6/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;493;cfs;daily;average;6/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;496;cfs;daily;average;7/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;499;cfs;daily;average;7/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;490;cfs;daily;average;7/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;490;cfs;daily;average;7/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;490;cfs;daily;average;7/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;490;cfs;daily;average;7/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;261;cfs;daily;average;7/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;105;cfs;daily;average;7/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;104;cfs;daily;average;7/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;104;cfs;daily;average;7/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;105;cfs;daily;average;7/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;105;cfs;daily;average;7/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;103;cfs;daily;average;7/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;49;cfs;daily;average;7/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;7/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;7/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;23;cfs;daily;average;7/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;7/31/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;39;cfs;daily;average;8/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;360;cfs;daily;average;8/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;599;cfs;daily;average;8/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;599;cfs;daily;average;8/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;599;cfs;daily;average;8/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;598;cfs;daily;average;8/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;598;cfs;daily;average;8/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;598;cfs;daily;average;8/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;598;cfs;daily;average;8/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;598;cfs;daily;average;8/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;598;cfs;daily;average;8/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;587;cfs;daily;average;8/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;589;cfs;daily;average;8/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;589;cfs;daily;average;8/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;589;cfs;daily;average;8/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;589;cfs;daily;average;8/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;584;cfs;daily;average;8/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;584;cfs;daily;average;8/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;584;cfs;daily;average;8/31/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;580;cfs;daily;average;9/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;584;cfs;daily;average;9/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;581;cfs;daily;average;9/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;579;cfs;daily;average;9/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;579;cfs;daily;average;9/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;579;cfs;daily;average;9/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;578;cfs;daily;average;9/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;578;cfs;daily;average;9/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;9/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;568;cfs;daily;average;9/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;579;cfs;daily;average;9/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;591;cfs;daily;average;9/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;591;cfs;daily;average;9/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;591;cfs;daily;average;9/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;585;cfs;daily;average;9/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;585;cfs;daily;average;9/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;585;cfs;daily;average;9/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;585;cfs;daily;average;9/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;577;cfs;daily;average;9/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;577;cfs;daily;average;9/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;577;cfs;daily;average;9/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;246;cfs;daily;average;9/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;9/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;10/31/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;11/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/1/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/2/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/3/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;12;cfs;daily;average;12/4/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/5/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/6/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/7/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/8/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/9/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/10/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/11/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/12/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/13/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/14/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/15/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/16/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;20;cfs;daily;average;12/17/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;9.6;cfs;daily;average;12/18/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/19/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/20/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/21/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/22/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/23/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/24/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/25/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/26/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/27/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/28/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/29/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/30/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;12/31/20 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/1/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/2/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/3/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/4/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/5/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/6/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/7/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/8/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/9/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/10/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/11/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/12/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/13/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/14/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/15/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/16/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/17/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/18/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/19/21 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/20/21 7:00;day;observed
