"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2015-02-15&before=2023-03-15&filename=Flatiron%20Reservoir%20and%20Dam%20Daily%20Lake%2FReservoir%20Release%20-%20Total-cfs%20Time%20Series%20Data%20%282015-02-15%20-%202023-03-15%29&itemId=346&order=ASC&type=csv","","","","","",""
"#DOWNLOAD DATE# 2023-03-16","","","","","",""
"#LOCATION INFORMATION#","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","",""
"Flatiron Reservoir and Dam","CO","(-105.2361, 40.365)","MT","Lake/Reservoir","",""
"","","","","","",""
"#SERIES DATA#","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","431.59","cfs","daily","average","2015-12-15 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","546.96","cfs","daily","average","2015-12-16 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","549.21","cfs","daily","average","2015-12-17 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","548.8","cfs","daily","average","2015-12-18 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","549.7","cfs","daily","average","2015-12-19 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","547.9","cfs","daily","average","2015-12-20 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","543.98","cfs","daily","average","2015-12-21 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","542.78","cfs","daily","average","2015-12-22 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","541.16","cfs","daily","average","2015-12-23 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","539.31","cfs","daily","average","2015-12-24 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","539.24","cfs","daily","average","2015-12-25 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","539.31","cfs","daily","average","2015-12-26 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","537.95","cfs","daily","average","2015-12-27 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","536.63","cfs","daily","average","2015-12-28 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","535.67","cfs","daily","average","2015-12-29 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","534.97","cfs","daily","average","2015-12-30 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","545.48","cfs","daily","average","2015-12-31 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","555.83","cfs","daily","average","2016-01-01 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","556.21","cfs","daily","average","2016-01-02 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","551.86","cfs","daily","average","2016-01-03 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","549.55","cfs","daily","average","2016-01-04 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","524.23","cfs","daily","average","2016-01-05 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","519.45","cfs","daily","average","2016-01-06 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","516.05","cfs","daily","average","2016-01-07 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","513.64","cfs","daily","average","2016-01-08 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","514.74","cfs","daily","average","2016-01-09 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","518.45","cfs","daily","average","2016-01-10 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","560.77","cfs","daily","average","2016-01-11 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","564.35","cfs","daily","average","2016-01-12 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","531.59","cfs","daily","average","2016-01-13 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","520.67","cfs","daily","average","2016-01-14 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","506.67","cfs","daily","average","2016-01-15 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","505.79","cfs","daily","average","2016-01-16 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","506.55","cfs","daily","average","2016-01-17 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","503.07","cfs","daily","average","2016-01-18 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","531.71","cfs","daily","average","2016-01-19 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","538.53","cfs","daily","average","2016-01-20 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","587.45","cfs","daily","average","2016-01-21 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","586.48","cfs","daily","average","2016-01-22 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","575.7","cfs","daily","average","2016-01-23 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","587.85","cfs","daily","average","2016-01-24 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","593.76","cfs","daily","average","2016-01-25 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","464.71","cfs","daily","average","2016-01-26 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","643.78","cfs","daily","average","2016-01-27 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","455.43","cfs","daily","average","2016-01-28 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","599.18","cfs","daily","average","2016-01-29 19:00:00"
"Flatiron Reservoir and Dam","Lake/Reservoir Release - Total","568.93","cfs","daily","average","2016-01-30 19:00:00"
