"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2012-02-08&before=2023-03-15&filename=Lake%20Estes%20and%20Olympus%20Dam%20Daily%20Lake%2FReservoir%20Release%20-%20Total-cfs%20Time%20Series%20Data%20%282012-02-08%20-%202023-03-15%29&itemId=635&order=ASC&type=csv","","","","","",""
"#DOWNLOAD DATE# 2023-03-16","","","","","",""
"#LOCATION INFORMATION#","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","",""
"Lake Estes and Olympus Dam","CO","(-105.4878, 40.373)","MT","Lake/Reservoir","",""
"","","","","","",""
"#SERIES DATA#","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","347.49","cfs","daily","average","2012-07-08 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","314.47","cfs","daily","average","2012-07-09 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","235.99","cfs","daily","average","2012-07-10 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","181.68","cfs","daily","average","2012-07-11 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","158.99","cfs","daily","average","2012-07-12 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","163.42","cfs","daily","average","2012-07-13 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","157.45","cfs","daily","average","2012-07-14 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","149.17","cfs","daily","average","2012-07-15 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","145.41","cfs","daily","average","2012-07-16 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","127.87","cfs","daily","average","2012-07-17 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","126.38","cfs","daily","average","2012-07-18 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","125.41","cfs","daily","average","2012-07-19 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","125.97","cfs","daily","average","2012-07-20 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","117.35","cfs","daily","average","2012-07-21 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","116.09","cfs","daily","average","2012-07-22 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","118.94","cfs","daily","average","2012-07-23 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","140.73","cfs","daily","average","2012-07-24 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","125.15","cfs","daily","average","2012-07-25 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","159.41","cfs","daily","average","2012-07-26 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","175.55","cfs","daily","average","2012-07-27 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","144.26","cfs","daily","average","2012-07-28 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","136.47","cfs","daily","average","2012-07-29 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","146.5","cfs","daily","average","2012-07-30 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","158.85","cfs","daily","average","2012-07-31 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","188.43","cfs","daily","average","2012-08-01 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","158.32","cfs","daily","average","2012-08-02 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","159.15","cfs","daily","average","2012-08-03 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","143.01","cfs","daily","average","2012-08-04 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","125.39","cfs","daily","average","2012-08-05 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","117.68","cfs","daily","average","2012-08-06 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","104.27","cfs","daily","average","2012-08-07 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","115.92","cfs","daily","average","2012-08-08 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","111.32","cfs","daily","average","2012-08-09 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","100.85","cfs","daily","average","2012-08-10 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","89.49","cfs","daily","average","2012-08-11 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","92.79","cfs","daily","average","2012-08-12 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","92.52","cfs","daily","average","2012-08-13 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","81.5","cfs","daily","average","2012-08-14 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","83.19","cfs","daily","average","2012-08-15 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","79.46","cfs","daily","average","2012-08-16 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","74.43","cfs","daily","average","2012-08-17 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","74.55","cfs","daily","average","2012-08-18 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","72.79","cfs","daily","average","2012-08-19 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","68.36","cfs","daily","average","2012-08-20 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","64.08","cfs","daily","average","2012-08-21 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","64.88","cfs","daily","average","2012-08-22 19:00:00"
"Lake Estes and Olympus Dam","Lake/Reservoir Release - Total","64.02","cfs","daily","average","2012-08-23 19:00:00"
