"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=1994-11-01&before=2023-03-15&filename=Shadow%20Mountain%20Lake%20and%20Dam%20Daily%20Lake%2FReservoir%20Release%20-%20Total-cfs%20Time%20Series%20Data%20%281994-11-01%20-%202023-03-15%29&itemId=740&order=ASC&type=csv","","","","","",""
"#DOWNLOAD DATE# 2023-03-16","","","","","",""
"#LOCATION INFORMATION#","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","",""
"Shadow Mountain Lake and Dam","CO","(-105.8417, 40.2072)","MT","Lake/Reservoir","",""
"","","","","","",""
"#SERIES DATA#","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","430","cfs","daily","average","1995-03-09 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","509","cfs","daily","average","1995-03-10 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","327","cfs","daily","average","1995-03-11 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","428","cfs","daily","average","1995-03-12 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","441","cfs","daily","average","1995-03-13 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","443","cfs","daily","average","1995-03-14 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","428","cfs","daily","average","1995-03-15 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","445","cfs","daily","average","1995-03-16 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","446","cfs","daily","average","1995-03-17 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","436","cfs","daily","average","1995-03-18 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","437","cfs","daily","average","1995-03-19 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","437","cfs","daily","average","1995-03-20 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","425","cfs","daily","average","1995-03-21 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","428","cfs","daily","average","1995-03-22 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","431","cfs","daily","average","1995-03-23 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","434","cfs","daily","average","1995-03-24 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","438","cfs","daily","average","1995-03-25 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","428","cfs","daily","average","1995-03-26 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","276","cfs","daily","average","1995-03-27 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","330","cfs","daily","average","1995-03-28 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","515","cfs","daily","average","1995-03-29 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","496","cfs","daily","average","1995-03-30 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","370","cfs","daily","average","1995-03-31 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","30","cfs","daily","average","1995-04-01 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","30","cfs","daily","average","1995-04-02 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-03 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-04 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-05 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-06 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-07 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-08 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-09 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-10 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","82","cfs","daily","average","1995-04-11 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","132","cfs","daily","average","1995-04-12 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","132","cfs","daily","average","1995-04-13 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","132","cfs","daily","average","1995-04-14 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","65","cfs","daily","average","1995-04-15 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-16 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","32","cfs","daily","average","1995-04-17 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","131","cfs","daily","average","1995-04-18 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","131","cfs","daily","average","1995-04-19 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","72","cfs","daily","average","1995-04-20 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","85","cfs","daily","average","1995-04-21 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","239","cfs","daily","average","1995-04-22 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","113","cfs","daily","average","1995-04-23 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","148","cfs","daily","average","1995-04-24 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","257","cfs","daily","average","1995-04-25 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","225","cfs","daily","average","1995-04-26 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","221","cfs","daily","average","1995-04-27 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","30","cfs","daily","average","1995-04-28 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","164","cfs","daily","average","1995-04-29 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","218","cfs","daily","average","1995-04-30 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","204","cfs","daily","average","1995-05-01 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","420","cfs","daily","average","1995-05-02 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","423","cfs","daily","average","1995-05-03 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","412","cfs","daily","average","1995-05-04 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","424","cfs","daily","average","1995-05-05 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","420","cfs","daily","average","1995-05-06 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","422","cfs","daily","average","1995-05-07 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","422","cfs","daily","average","1995-05-08 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","422","cfs","daily","average","1995-05-09 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","485","cfs","daily","average","1995-05-10 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","522","cfs","daily","average","1995-05-11 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","520","cfs","daily","average","1995-05-12 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","371","cfs","daily","average","1995-05-13 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","368","cfs","daily","average","1995-05-14 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","374","cfs","daily","average","1995-05-15 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","300","cfs","daily","average","1995-05-16 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","593","cfs","daily","average","1995-05-17 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","336","cfs","daily","average","1995-05-18 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","265","cfs","daily","average","1995-05-19 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","297","cfs","daily","average","1995-05-20 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","431","cfs","daily","average","1995-05-21 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","575","cfs","daily","average","1995-05-22 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","636","cfs","daily","average","1995-05-23 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","711","cfs","daily","average","1995-05-24 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","458","cfs","daily","average","1995-05-25 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","357","cfs","daily","average","1995-05-26 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","404","cfs","daily","average","1995-05-27 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","260","cfs","daily","average","1995-05-28 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","278","cfs","daily","average","1995-05-29 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","727","cfs","daily","average","1995-05-30 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","539","cfs","daily","average","1995-05-31 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","726","cfs","daily","average","1995-06-01 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","920","cfs","daily","average","1995-06-02 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","1147","cfs","daily","average","1995-06-03 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","1452","cfs","daily","average","1995-06-04 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","1436","cfs","daily","average","1995-06-05 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","1680","cfs","daily","average","1995-06-06 19:00:00"
"Shadow Mountain Lake and Dam","Lake/Reservoir Release - Total","1553","cfs","daily","average","1995-06-07 19:00:00"
