"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2009-01-01&before=2023-03-14&filename=Heron%20Reservoir%20and%20Dam%20Daily%20Average%20San%20Juan%20Chama%20Inflow%20Volume-af%20Time%20Series%20Data%20%282009-01-01%20-%202023-03-14%29&itemId=4503&order=ASC&type=csv","","","","","","","",""
"#DOWNLOAD DATE# 2023-03-16","","","","","","","",""
"#LOCATION INFORMATION#","","","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","","","",""
"Heron Reservoir and Dam","NM","(-106.6992, 36.6973)","MT","Lake/Reservoir","","","",""
"","","","","","","","",""
"#SERIES DATA#","","","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)","timeStep","resultType"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","2.99","af","daily","sum","2022-03-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","5.99","af","daily","sum","2022-03-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","7.98","af","daily","sum","2022-03-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","8.98","af","daily","sum","2022-03-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","17.96","af","daily","sum","2022-03-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","21.96","af","daily","sum","2022-03-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","12.97","af","daily","sum","2022-03-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","12.97","af","daily","sum","2022-03-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","18.96","af","daily","sum","2022-03-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","20.96","af","daily","sum","2022-03-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","17.96","af","daily","sum","2022-03-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","15.97","af","daily","sum","2022-03-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","27.94","af","daily","sum","2022-03-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","64.87","af","daily","sum","2022-03-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","128.74","af","daily","sum","2022-03-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","273.45","af","daily","sum","2022-03-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","461.08","af","daily","sum","2022-03-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","406.19","af","daily","sum","2022-03-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","277.44","af","daily","sum","2022-03-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","203.59","af","daily","sum","2022-03-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","211.58","af","daily","sum","2022-04-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","219.56","af","daily","sum","2022-04-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","293.41","af","daily","sum","2022-04-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","316.37","af","daily","sum","2022-04-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","281.44","af","daily","sum","2022-04-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","265.47","af","daily","sum","2022-04-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","261.48","af","daily","sum","2022-04-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","291.42","af","daily","sum","2022-04-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","388.22","af","daily","sum","2022-04-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","425.15","af","daily","sum","2022-04-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","388.22","af","daily","sum","2022-04-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","330.34","af","daily","sum","2022-04-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","239.52","af","daily","sum","2022-04-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","205.59","af","daily","sum","2022-04-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","211.58","af","daily","sum","2022-04-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","281.44","af","daily","sum","2022-04-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","408.18","af","daily","sum","2022-04-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","666.66","af","daily","sum","2022-04-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","843.31","af","daily","sum","2022-04-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1007.98","af","daily","sum","2022-04-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1177.64","af","daily","sum","2022-04-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1274.45","af","daily","sum","2022-04-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","974.05","af","daily","sum","2022-04-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","692.61","af","daily","sum","2022-04-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","627.74","af","daily","sum","2022-04-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","688.62","af","daily","sum","2022-04-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","839.32","af","daily","sum","2022-04-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","904.19","af","daily","sum","2022-04-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1145.7","af","daily","sum","2022-04-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1211.57","af","daily","sum","2022-04-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1302.39","af","daily","sum","2022-05-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1264.47","af","daily","sum","2022-05-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1247.5","af","daily","sum","2022-05-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1110.77","af","daily","sum","2022-05-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","887.22","af","daily","sum","2022-05-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1086.82","af","daily","sum","2022-05-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1395.2","af","daily","sum","2022-05-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1563.87","af","daily","sum","2022-05-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1459.08","af","daily","sum","2022-05-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1399.2","af","daily","sum","2022-05-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1531.93","af","daily","sum","2022-05-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1401.19","af","daily","sum","2022-05-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1191.61","af","daily","sum","2022-05-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1155.68","af","daily","sum","2022-05-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1268.46","af","daily","sum","2022-05-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1284.42","af","daily","sum","2022-05-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1215.57","af","daily","sum","2022-05-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1201.6","af","daily","sum","2022-05-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1068.85","af","daily","sum","2022-05-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","998.01","af","daily","sum","2022-05-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","789.43","af","daily","sum","2022-05-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","559.88","af","daily","sum","2022-05-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","457.09","af","daily","sum","2022-05-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","392.22","af","daily","sum","2022-05-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","291.42","af","daily","sum","2022-05-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","312.37","af","daily","sum","2022-05-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","423.16","af","daily","sum","2022-05-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","489.02","af","daily","sum","2022-05-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","441.11","af","daily","sum","2022-05-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","370.27","af","daily","sum","2022-05-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","251.5","af","daily","sum","2022-05-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","269.47","af","daily","sum","2022-06-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","354.29","af","daily","sum","2022-06-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","358.29","af","daily","sum","2022-06-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","318.36","af","daily","sum","2022-06-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","302.39","af","daily","sum","2022-06-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","283.43","af","daily","sum","2022-06-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","263.47","af","daily","sum","2022-06-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","255.49","af","daily","sum","2022-06-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","239.52","af","daily","sum","2022-06-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","203.59","af","daily","sum","2022-06-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","178.65","af","daily","sum","2022-06-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","157.69","af","daily","sum","2022-06-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","128.75","af","daily","sum","2022-06-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","107.78","af","daily","sum","2022-06-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","86.82","af","daily","sum","2022-06-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","67.86","af","daily","sum","2022-06-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","56.89","af","daily","sum","2022-06-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","104.79","af","daily","sum","2022-06-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","342.32","af","daily","sum","2022-06-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","297.4","af","daily","sum","2022-06-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","150.7","af","daily","sum","2022-06-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","118.77","af","daily","sum","2022-06-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","114.77","af","daily","sum","2022-06-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","98.8","af","daily","sum","2022-06-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","73.86","af","daily","sum","2022-06-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","71.86","af","daily","sum","2022-06-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","528.94","af","daily","sum","2022-06-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","538.92","af","daily","sum","2022-06-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","279.45","af","daily","sum","2022-06-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","183.64","af","daily","sum","2022-06-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","136.72","af","daily","sum","2022-07-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","138.72","af","daily","sum","2022-07-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","273.45","af","daily","sum","2022-07-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","287.42","af","daily","sum","2022-07-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","172.65","af","daily","sum","2022-07-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","352.29","af","daily","sum","2022-07-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","207.59","af","daily","sum","2022-07-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","142.72","af","daily","sum","2022-07-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","108.77","af","daily","sum","2022-07-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","84.82","af","daily","sum","2022-07-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","81.83","af","daily","sum","2022-07-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","84.82","af","daily","sum","2022-07-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","84.82","af","daily","sum","2022-07-13 07:00:00","day","observed"
