Basin,HUC8,HUC8 Name,Report Year,Report Month,Component Type,Component ID,Component Name,Component Volume,Component NEP
Arkansas,11020001,Arkansas Headwaters,2011,8,ReservoirStorage,07007120,TWIN LAKES RESERVOIR,65545.00,52.37
Arkansas,11020001,Arkansas Headwaters,2011,8,ReservoirStorage,09009040,HOMESTAKE RESERVOIR,42600.00,79.85
Arkansas,11020002,Upper Arkansas,2011,8,PrevMoStreamflow,07099400,ARKANSAS RIVER ABOVE PUEBLO,148222.00,87.85
Arkansas,11020002,Upper Arkansas,2011,8,ReservoirStorage,07007090,PUEBLO RESERVOIR,212215.00,74.74
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,8,PrevMoStreamflow,07099400,ARKANSAS RIVER ABOVE PUEBLO,148222.00,87.85
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,8,PrevMoStreamflow,07111000,HUERFANO RIVER NEAR REDWING,957.22,7.52
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,8,PrevMoStreamflow,07114000,CUCHARAS RIVER AT BOYD RANCH NR LA VETA,725.16,12.56
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,8,ReservoirStorage,07007070,MEREDITH RESERVOIR,27889.57,63.41
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,8,ReservoirStorage,07007130,LAKE HENRY,7393.00,87.34
Arkansas,11020006,Huerfano,2011,8,PrevMoStreamflow,07111000,HUERFANO RIVER NEAR REDWING,957.22,7.52
Arkansas,11020006,Huerfano,2011,8,PrevMoStreamflow,07114000,CUCHARAS RIVER AT BOYD RANCH NR LA VETA,725.16,12.56
Arkansas,11020006,Huerfano,2011,8,ReservoirStorage,07007030,CUCHARAS RESERVOIR,60.30,19.78
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,8,PrevMoStreamflow,07099400,ARKANSAS RIVER ABOVE PUEBLO,148222.00,87.85
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,8,PrevMoStreamflow,07111000,HUERFANO RIVER NEAR REDWING,957.22,7.52
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,8,PrevMoStreamflow,07114000,CUCHARAS RIVER AT BOYD RANCH NR LA VETA,725.16,12.56
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,8,PrevMoStreamflow,07124500,PURGATOIRE RIVER AT TRINIDAD,2515.04,12.79
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,8,ReservoirStorage,07007010,ADOBE CREEK RESERVOIR,19435.00,35.99
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,8,ReservoirStorage,07007060,JOHN MARTIN RESERVOIR,11500.00,30.93
Arkansas,11020010,Purgatoire,2011,8,PrevMoStreamflow,07124500,PURGATOIRE RIVER AT TRINIDAD,2515.04,12.79
Arkansas,11020010,Purgatoire,2011,8,ReservoirStorage,07007100,TRINIDAD LAKE,14100.00,39.45
Colorado,14010001,Colorado Headwaters,2011,8,PrevMoStreamflow,09070500,COLORADO RIVER NEAR DOTSERO,814550.67,98.35
Colorado,14010001,Colorado Headwaters,2011,8,ReservoirStorage,09009150,WILLIAMS FORK RESERVOIR,96200.00,82.65
Colorado,14010001,Colorado Headwaters,2011,8,ReservoirStorage,09041395,WOLFORD MOUNTAIN RESERVOIR,65980.00,95.02
Colorado,14010002,Blue,2011,8,PrevMoStreamflow,09057500,BLUE RIVER INFLOW TO GREEN MOUNTAIN RES,184611.87,98.51
Colorado,14010002,Blue,2011,8,ReservoirStorage,09009030,GREEN MOUNTAIN RESERVOIR,145000.00,67.83
Colorado,14010003,Eagle,2011,8,PrevMoStreamflow,09070000,EAGLE RIVER BELOW GYPSUM,191138.80,98.26
Colorado,14010004,Roaring Fork,2011,8,PrevMoStreamflow,09085000,ROARING FORK AT GLENWOOD SPRINGS,341123.57,93.07
Colorado,14010004,Roaring Fork,2011,8,ReservoirStorage,09009110,RUEDI RESERVOIR,100263.00,43.04
Colorado,14010005,Colorado Headwaters-Plateau,2011,8,PrevMoStreamflow,09095500,COLORADO RIVER NEAR CAMEO,1260560.19,97.23
Colorado,14010005,Colorado Headwaters-Plateau,2011,8,ReservoirStorage,09009140,VEGA RESERVOIR,29500.00,85.66
Gunnison,14020001,East-Taylor,2011,8,PrevMoStreamflow,09109209,TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR,36626.32,91.95
Gunnison,14020001,East-Taylor,2011,8,PrevMoStreamflow,09112500,EAST RIVER AT ALMONT,79840.66,96.10
Gunnison,14020001,East-Taylor,2011,8,ReservoirStorage,09009120,TAYLOR PARK RESERVOIR,96793.00,60.79
South Platte,10190005,St. Vrain,2011,9,ReservoirStorage,06016300,UNION RESERVOIR,12195.00,90.11
South Platte,10190006,Big Thompson,2011,9,PrevMoStreamflow,06738000,"BIG THOMPSON R AT MOUTH, NR DRAKE, CO",15281.00,77.18
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,06016040,BOYD LAKE,41416.00,96.76
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,06016060,CARTER LAKE,78574.00,90.49
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,06016180,LAKE LOVELAND RESERVOIR,5527.00,21.39
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,06016190,LONE TREE RESERVOIR,4850.00,88.56
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,06016200,MARIANO RESERVOIR,1579.00,66.17
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,09009060,LAKE GRANBY,448400.00,76.00
South Platte,10190006,Big Thompson,2011,9,ReservoirStorage,09009160,WILLOW CREEK RESERVOIR,7500.00,28.23
South Platte,10190007,Cache La Poudre,2011,9,PrevMoStreamflow,06752000,CACHE LA POUDRE R AT CANYON MOUTH NEAR FORT COLLINS,24212.00,87.89
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016030,BLACK HOLLOW RESERVOIR,4836.00,98.51
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016050,CACHE LA POUDRE,3556.00,57.35
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016070,CHAMBERS LAKE,8102.00,98.51
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016090,COBB LAKE,20025.00,90.42
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016120,FOSSIL CREEK RESERVOIR,6405.00,93.95
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016140,HALLIGAN RESERVOIR,3100.00,26.37
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016150,HORSETOOTH RESERVOIR,116419.00,90.91
South Platte,10190007,Cache La Poudre,2011,9,ReservoirStorage,06016310,WINDSOR RESERVOIR,2378.00,45.58
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06707500,SOUTH PLATTE RIVER AT SOUTH PLATTE,26140.00,57.23
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06710385,BEAR CREEK ABV EVERGREEN,1711.74,25.37
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06719505,CLEAR CREEK AT GOLDEN,25415.84,90.61
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06724000,SAINT VRAIN CREEK AT LYONS,18404.00,98.51
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06727000,BOULDER CREEK NEAR ORODELL,10462.00,90.91
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06729500,"SOUTH BOULDER CK NR ELDORADO SPRINGS, CO",3682.08,80.38
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06738000,"BIG THOMPSON R AT MOUTH, NR DRAKE, CO",15281.00,77.18
South Platte,10190012,Middle South Platte-Sterling,2011,9,PrevMoStreamflow,06752000,CACHE LA POUDRE R AT CANYON MOUTH,24212.00,87.89
South Platte,10190012,Middle South Platte-Sterling,2011,9,ReservoirStorage,06016110,EMPIRE RESERVOIR,15269.00,88.67
South Platte,10190012,Middle South Platte-Sterling,2011,9,ReservoirStorage,06016160,JACKSON LAKE RESERVOIR,23189.00,90.56
South Platte,10190012,Middle South Platte-Sterling,2011,9,ReservoirStorage,06016170,JULESBURG RESERVOIR,9709.00,71.66
South Platte,10190012,Middle South Platte-Sterling,2011,9,ReservoirStorage,06016240,POINT OF ROCKS RESERVOIR,32616.00,89.99
South Platte,10190012,Middle South Platte-Sterling,2011,9,ReservoirStorage,06016250,PREWITT RESERVOIR,16972.00,81.45
South Platte,10190012,Middle South Platte-Sterling,2011,9,ReservoirStorage,06016270,RIVERSIDE RESERVOIR,23043.00,86.36
Yampa-White,10180001,North Platte Headwaters,2011,9,PrevMoStreamflow,06620000,NORTH PLATTE R NR NORTHGATE,35280.76,94.70
Yampa-White,14050001,Upper Yampa,2011,9,PrevMoStreamflow,09239500,YAMPA RIVER AT STEAMBOAT SPRINGS,16821.09,92.59
Yampa-White,14050001,Upper Yampa,2011,9,PrevMoStreamflow,09242500,ELKHEAD RIVER NEAR MILNER,19711.74,92.72
Yampa-White,14050001,Upper Yampa,2011,9,PrevMoStreamflow,09246200,ELKHEAD CREEK ABOVE LONG GULCH,784.86,92.95
Yampa-White,14050001,Upper Yampa,2011,9,ReservoirStorage,09237495,STAGECOACH RESERVOIR NR OAK CREEK,32600.00,77.46
Yampa-White,14050001,Upper Yampa,2011,9,ReservoirStorage,YAMRESCO,YAMCOLO RESERVOIR,8028.00,98.01
Yampa-White,14050002,Lower Yampa,2011,9,PrevMoStreamflow,09251000,YAMPA RIVER NEAR MAYBELL,53844.56,94.35
Yampa-White,14050003,Little Snake,2011,9,PrevMoStreamflow,09260000,LITTLE SNAKE RIVER NEAR LILY,11414.14,93.66
Yampa-White,14050005,Upper White,2011,9,PrevMoStreamflow,09304500,WHITE RIVER NEAR MEEKER,46306.12,96.99
Arkansas,11020001,Arkansas Headwaters,2011,9,PrevMoStreamflow,07091500,ARKANSAS RIVER AT SALIDA,32790.54,69.85
Arkansas,11020001,Arkansas Headwaters,2011,9,ReservoirStorage,07007020,CLEAR CREEK RESERVOIR,6300.00,53.73
Arkansas,11020001,Arkansas Headwaters,2011,9,ReservoirStorage,07007110,TURQUOISE LAKE,121487.00,68.01
Arkansas,11020001,Arkansas Headwaters,2011,9,ReservoirStorage,07007120,TWIN LAKES RESERVOIR,54190.00,46.09
Arkansas,11020001,Arkansas Headwaters,2011,9,ReservoirStorage,09009040,HOMESTAKE RESERVOIR,39700.00,65.92
Arkansas,11020002,Upper Arkansas,2011,9,PrevMoStreamflow,07099400,ARKANSAS RIVER ABOVE PUEBLO,42324.42,36.07
Arkansas,11020002,Upper Arkansas,2011,9,ReservoirStorage,07007090,PUEBLO RESERVOIR,175520.00,69.26
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,9,PrevMoStreamflow,07099400,ARKANSAS RIVER ABOVE PUEBLO,42324.42,36.07
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,9,PrevMoStreamflow,07111000,HUERFANO RIVER NEAR REDWING,1406.28,24.18
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,9,PrevMoStreamflow,07114000,CUCHARAS RIVER AT BOYD RANCH NR LA VETA,442.71,5.05
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,9,ReservoirStorage,07007070,MEREDITH RESERVOIR,22158.86,64.29
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,9,ReservoirStorage,07007130,LAKE HENRY,7631.43,88.72
Arkansas,11020006,Huerfano,2011,9,PrevMoStreamflow,07111000,HUERFANO RIVER NEAR REDWING,1406.28,24.18
Arkansas,11020006,Huerfano,2011,9,PrevMoStreamflow,07114000,CUCHARAS RIVER AT BOYD RANCH NR LA VETA,442.71,5.05
Arkansas,11020006,Huerfano,2011,9,ReservoirStorage,07007030,CUCHARAS RESERVOIR,59.90,31.63
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,9,PrevMoStreamflow,07099400,ARKANSAS RIVER ABOVE PUEBLO,42324.42,36.07
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,9,PrevMoStreamflow,07111000,HUERFANO RIVER NEAR REDWING,1406.28,24.18
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,9,PrevMoStreamflow,07114000,CUCHARAS RIVER AT BOYD RANCH NR LA VETA,442.71,5.05
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,9,PrevMoStreamflow,07124500,PURGATOIRE RIVER AT TRINIDAD,1830.74,9.50
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,9,ReservoirStorage,07007010,ADOBE CREEK RESERVOIR,11074.00,35.83
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,9,ReservoirStorage,07007060,JOHN MARTIN RESERVOIR,9600.00,26.10
Arkansas,11020010,Purgatoire,2011,9,PrevMoStreamflow,07124500,PURGATOIRE RIVER AT TRINIDAD,1830.74,9.50
Arkansas,11020010,Purgatoire,2011,9,ReservoirStorage,07007100,TRINIDAD LAKE,12900.00,38.95
Colorado,14010001,Colorado Headwaters,2011,9,PrevMoStreamflow,09070500,COLORADO RIVER NEAR DOTSERO,194604.05,91.61
Colorado,14010001,Colorado Headwaters,2011,9,ReservoirStorage,09009150,WILLIAMS FORK RESERVOIR,86800.00,59.66
Colorado,14010001,Colorado Headwaters,2011,9,ReservoirStorage,09041395,WOLFORD MOUNTAIN RESERVOIR,64490.00,98.47
Colorado,14010002,Blue,2011,9,PrevMoStreamflow,09057500,BLUE RIVER INFLOW TO GREEN MOUNTAIN RES,49489.24,91.23
Colorado,14010002,Blue,2011,9,ReservoirStorage,09009030,GREEN MOUNTAIN RESERVOIR,142400.00,81.37
Colorado,14010003,Eagle,2011,9,PrevMoStreamflow,09070000,EAGLE RIVER BELOW GYPSUM,36645.11,89.81
Colorado,14010004,Roaring Fork,2011,9,PrevMoStreamflow,09085000,ROARING FORK AT GLENWOOD SPRINGS,68185.18,68.33
Colorado,14010004,Roaring Fork,2011,9,ReservoirStorage,09009110,RUEDI RESERVOIR,99038.00,70.43
Colorado,14010005,Colorado Headwaters-Plateau,2011,9,PrevMoStreamflow,09095500,COLORADO RIVER NEAR CAMEO,305023.27,90.52
Colorado,14010005,Colorado Headwaters-Plateau,2011,9,ReservoirStorage,09009140,VEGA RESERVOIR,21300.00,96.28
Gunnison,14020001,East-Taylor,2011,9,PrevMoStreamflow,09109209,TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR,11604.85,76.10
Gunnison,14020001,East-Taylor,2011,9,PrevMoStreamflow,09112500,EAST RIVER AT ALMONT,17180.83,73.21
Gunnison,14020001,East-Taylor,2011,9,ReservoirStorage,09009120,TAYLOR PARK RESERVOIR,84400.00,52.49
Gunnison,14020002,Upper Gunnison,2011,9,PrevMoStreamflow,09114500,"LAKE FORK AT GATEVIEW, CO",40785.84,78.76
Gunnison,14020002,Upper Gunnison,2011,9,PrevMoStreamflow,09124500,"GUNNISON RIVER NEAR GUNNISON, CO",12241.98,63.13
Gunnison,14020002,Upper Gunnison,2011,9,ReservoirStorage,09009010,BLUE MESA RESERVOIR,760415.00,71.09
Gunnison,14020002,Upper Gunnison,2011,9,ReservoirStorage,09009080,MORROW POINT RESERVOIR,113625.00,47.59
Gunnison,14020002,Upper Gunnison,2011,9,ReservoirStorage,09009330,FRUITLAND RESERVOIR,1800.00,73.63
Gunnison,14020002,Upper Gunnison,2011,9,ReservoirStorage,09009340,CRAWFORD RESERVOIR,8000.00,67.41
Gunnison,14020002,Upper Gunnison,2011,9,ReservoirStorage,09125800,SILVER JACK RESERVOIR,7930.00,70.40
Gunnison,14020003,Tomichi,2011,9,PrevMoStreamflow,09119000,"TOMICHI CREEK AT GUNNISON, CO",8572.56,41.44
Gunnison,14020003,Tomichi,2011,9,ReservoirStorage,09116500,VOUGA RESERVOIR NEAR DOYLEVILLE,610.16,81.44
Gunnison,14020004,North Fork Gunnison,2011,9,PrevMoStreamflow,09132500,NORTH FORK GUNNISON R NR SOMERSET,9890.17,65.95
Gunnison,14020004,North Fork Gunnison,2011,9,ReservoirStorage,09009100,PAONIA RESERVOIR,10103.00,62.65
Gunnison,14020005,Lower Gunnison,2011,9,PrevMoStreamflow,09152500,GUNNISON RIVER NR GRAND JUNCTION,110209.84,59.75
Gunnison,14020006,Uncompahgre,2011,9,PrevMoStreamflow,09147500,UNCOMPAHGRE RIVER AT COLONA,13520.25,55.78
Gunnison,14020006,Uncompahgre,2011,9,ReservoirStorage,09147022,RIDGEWAY RESERVOIR,67470.00,67.90
Gunnison,14030003,San Miguel,2011,9,PrevMoStreamflow,09172500,SAN MIGUEL RIVER NEAR PLACERVILLE,10667.11,43.89
Rio Grande,13010001,Rio Grande Headwaters,2011,9,PrevMoStreamflow,08220000,RIO GRANDE NEAR DEL NORTE,22551.99,29.38
Rio Grande,13010001,Rio Grande Headwaters,2011,9,ReservoirStorage,08008130,RIO GRANDE RESERVOIR,10304.00,55.10
Rio Grande,13010001,Rio Grande Headwaters,2011,9,ReservoirStorage,08008150,SANTA MARIA RESERVOIR,7100.00,54.77
Rio Grande,13010001,Rio Grande Headwaters,2011,9,ReservoirStorage,08008170,CONTINENTAL RESERVOIR,2039.00,56.27
Rio Grande,13010002,Alamosa-Trinchera,2011,9,PrevMoStreamflow,08236000,ALAMOSA CREEK ABOVE TERRACE RESERVOIR,2586.45,24.11
Rio Grande,13010002,Alamosa-Trinchera,2011,9,PrevMoStreamflow,08240500,TRINCHERA CK,451.64,3.84
Rio Grande,13010002,Alamosa-Trinchera,2011,9,PrevMoStreamflow,08241500,SANGRE DE CRISTO,147.79,14.74
Rio Grande,13010002,Alamosa-Trinchera,2011,9,PrevMoStreamflow,08242500,UTE CREEK,538.71,19.29
Rio Grande,13010002,Alamosa-Trinchera,2011,9,PrevMoStreamflow,08250000,CULEBRA CREEK AT SAN LUIS,1366.15,33.87
Rio Grande,13010002,Alamosa-Trinchera,2011,9,ReservoirStorage,08008160,MOUNTAIN HOME,2081.00,28.40
Rio Grande,13010002,Alamosa-Trinchera,2011,9,ReservoirStorage,MTNRESCO,TERRACE RESERVOIR,920.00,15.18
Rio Grande,13010004,Saguache,2011,9,PrevMoStreamflow,08227000,"SAGUACHE CREEK NEAR SAGUACHE, CO",2213.45,26.19
Rio Grande,13010005,Conejos,2011,9,PrevMoStreamflow,08246500,CONEJOS RIVER NEAR MOGOTE,8746.80,45.20
Rio Grande,13010005,Conejos,2011,9,ReservoirStorage,08008120,PLATORO RESERVOIR,19426.00,35.41
San Juan-Dolores,14030002,Upper Dolores,2011,9,PrevMoStreamflow,09169000,DOLORES RIVER BELOW MCPHEE RESERVOIR,14909.08,58.41
San Juan-Dolores,14030002,Upper Dolores,2011,9,ReservoirStorage,09009170,GROUNDHOG RESERVOIR,9600.00,20.15
San Juan-Dolores,14030002,Upper Dolores,2011,9,ReservoirStorage,MPHC2000,MCPHEE RESERVOIR,321240.00,80.40
San Juan-Dolores,14080101,Upper San Juan,2011,9,PrevMoStreamflow,09346400,SAN JUAN RIVER NEAR CARRACAS,12541.45,23.26
San Juan-Dolores,14080101,Upper San Juan,2011,9,PrevMoStreamflow,09353500,LOS PINOS RIVER NEAR BAYFIELD,9306.64,18.75
San Juan-Dolores,14080101,Upper San Juan,2011,9,ReservoirStorage,09009130,VALLECITO RESERVOIR,80800.00,47.17
San Juan-Dolores,14080102,Piedra,2011,9,PrevMoStreamflow,09349800,PIEDRA RIVER NEAR ARBOLES,6299.50,24.33
San Juan-Dolores,14080104,Animas,2011,9,PrevMoStreamflow,09361500,ANIMAS RIVER AT DURANGO,25150.41,34.94
San Juan-Dolores,14080104,Animas,2011,9,PrevMoStreamflow,09363100,FLORIDA RIVER BELOW LEMON RESERVOIR NR DURANGO,2091.75,19.50
San Juan-Dolores,14080104,Animas,2011,9,ReservoirStorage,09009070,LEMON RESERVOIR,14292.00,20.74
San Juan-Dolores,14080105,Middle San Juan,2011,9,PrevMoStreamflow,09365500,LA PLATA RIVER AT HESPERUS,453.22,6.47
San Juan-Dolores,14080105,Middle San Juan,2011,9,ReservoirStorage,LONRESCO,LONG HOLLOW RESERVOIR,0.00,50.00
San Juan-Dolores,14080107,Mancos,2011,9,PrevMoStreamflow,09370500,MANCOS RIVER NEAR MANCOS,434.86,25.79
San Juan-Dolores,14080107,Mancos,2011,9,ReservoirStorage,09009050,JACKSON GULCH RESERVOIR,5496.00,52.30
South Platte,10190001,South Platte Headwater,2011,9,PrevMoStreamflow,06695500,ELEVENMILE CANYON RE NEAR LAKE GEORGE,10825.00,76.87
South Platte,10190001,South Platte Headwater,2011,9,ReservoirStorage,06016010,ANTERO RESERVOIR,15800.00,35.07
South Platte,10190001,South Platte Headwater,2011,9,ReservoirStorage,06016100,ELEVENMILE CANYON RESERVOIR,98562.00,33.65
South Platte,10190001,South Platte Headwater,2011,9,ReservoirStorage,16016025,SPINNEY MOUNTAIN RESERVOIR,46206.00,89.05
South Platte,10190002,Upper South Platte,2011,9,PrevMoStreamflow,06707500,SOUTH PLATTE RIVER AT SOUTH PLATTE,26140.00,57.23
South Platte,10190002,Upper South Platte,2011,9,PrevMoStreamflow,06710385,BEAR CREEK ABV EVERGREEN,1711.74,25.37
South Platte,10190002,Upper South Platte,2011,9,ReservoirStorage,06016080,CHEESMAN LAKE,75855.00,60.28
South Platte,10190002,Upper South Platte,2011,9,ReservoirStorage,09009020,DILLON RESERVOIR,253300.00,74.46
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06707500,SOUTH PLATTE RIVER AT SOUTH PLATTE,26140.00,57.23
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06710385,BEAR CREEK ABV EVERGREEN,1711.74,25.37
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06719505,CLEAR CREEK AT GOLDEN,25415.84,90.61
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06724000,SAINT VRAIN CREEK AT LYONS,18404.00,98.51
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06727000,BOULDER CREEK NEAR ORODELL,10462.00,90.91
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06729500,"SOUTH BOULDER CK NR ELDORADO SPRINGS, CO",3682.08,80.38
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06738000,"BIG THOMPSON R AT MOUTH, NR DRAKE, CO",15281.00,77.18
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,PrevMoStreamflow,06752000,CACHE LA POUDRE R AT CANYON MOUTH,24212.00,87.89
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,ReservoirStorage,06016020,BARR LAKE,18530.00,86.23
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,ReservoirStorage,06016230,MILTON RESERVOIR,14254.00,93.09
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,ReservoirStorage,06016280,STANDLEY RESERVOIR,39102.00,64.30
South Platte,10190003,Middle South Platte-Cherry Creek,2011,9,ReservoirStorage,06016370,HORSECREEK RESERVOIR,7610.00,78.11
South Platte,10190004,Clear,2011,9,PrevMoStreamflow,06719505,CLEAR CREEK AT GOLDEN,25415.84,90.61
South Platte,10190005,St. Vrain,2011,9,PrevMoStreamflow,06724000,SAINT VRAIN CREEK AT LYONS,18404.00,98.51
South Platte,10190005,St. Vrain,2011,9,PrevMoStreamflow,06727000,BOULDER CREEK NEAR ORODELL,10462.00,90.91
South Platte,10190005,St. Vrain,2011,9,PrevMoStreamflow,06729500,"SOUTH BOULDER CK NR ELDORADO SPRINGS, CO",3682.08,80.38
South Platte,10190005,St. Vrain,2011,9,ReservoirStorage,06016130,GROSS RESERVOIR,38700.00,67.41
South Platte,10190005,St. Vrain,2011,9,ReservoirStorage,06016220,MARSHALL RESERVOIR,7277.00,81.62
South Platte,10190005,St. Vrain,2011,9,ReservoirStorage,06016260,BUTTONROCK (RALPH PRICE) RESERVOIR,16200.00,88.56
South Platte,10190005,St. Vrain,2011,9,ReservoirStorage,06016290,TERRY RESERVOIR,5100.00,55.93
Arkansas,11020001,Arkansas Headwaters,2011,10,ReservoirStorage,07007020,CLEAR CREEK RESERVOIR,5600.00,49.59
Arkansas,11020001,Arkansas Headwaters,2011,10,ReservoirStorage,07007110,TURQUOISE LAKE,120551.00,73.08
Arkansas,11020001,Arkansas Headwaters,2011,10,ReservoirStorage,07007120,TWIN LAKES RESERVOIR,53470.00,51.26
Arkansas,11020001,Arkansas Headwaters,2011,10,ReservoirStorage,09009040,HOMESTAKE RESERVOIR,39800.00,67.41
Arkansas,11020002,Upper Arkansas,2011,10,ReservoirStorage,07007090,PUEBLO RESERVOIR,164628.00,72.00
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,10,ReservoirStorage,07007070,MEREDITH RESERVOIR,19359.00,66.63
Arkansas,11020005,Upper Arkansas-Lake Meredith,2011,10,ReservoirStorage,07007130,LAKE HENRY,7522.00,98.51
Arkansas,11020006,Huerfano,2011,10,ReservoirStorage,07007030,CUCHARAS RESERVOIR,59.60,33.55
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,10,ReservoirStorage,07007010,ADOBE CREEK RESERVOIR,9255.00,49.82
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2011,10,ReservoirStorage,07007060,JOHN MARTIN RESERVOIR,8900.00,31.29
Arkansas,11020010,Purgatoire,2011,10,ReservoirStorage,07007100,TRINIDAD LAKE,12300.00,40.17
Colorado,14010001,Colorado Headwaters,2011,10,ReservoirStorage,09009150,WILLIAMS FORK RESERVOIR,76800.00,45.72
Colorado,14010001,Colorado Headwaters,2011,10,ReservoirStorage,09041395,WOLFORD MOUNTAIN RESERVOIR,57830.00,95.43
Colorado,14010002,Blue,2011,10,ReservoirStorage,09009030,GREEN MOUNTAIN RESERVOIR,132200.00,73.09
Colorado,14010004,Roaring Fork,2011,10,ReservoirStorage,09009110,RUEDI RESERVOIR,89121.00,40.17
Colorado,14010005,Colorado Headwaters-Plateau,2011,10,ReservoirStorage,09009140,VEGA RESERVOIR,14800.00,93.95
Gunnison,14020001,East-Taylor,2011,10,ReservoirStorage,09009120,TAYLOR PARK RESERVOIR,71173.00,34.56
Gunnison,14020002,Upper Gunnison,2011,10,ReservoirStorage,09009010,BLUE MESA RESERVOIR,699138.00,63.10
Gunnison,14020002,Upper Gunnison,2011,10,ReservoirStorage,09009080,MORROW POINT RESERVOIR,107529.00,8.22
Gunnison,14020002,Upper Gunnison,2011,10,ReservoirStorage,09009330,FRUITLAND RESERVOIR,1700.00,86.75
Gunnison,14020002,Upper Gunnison,2011,10,ReservoirStorage,09009340,CRAWFORD RESERVOIR,4800.00,47.93
Gunnison,14020002,Upper Gunnison,2011,10,ReservoirStorage,09125800,SILVER JACK RESERVOIR,4510.00,57.20
Gunnison,14020003,Tomichi,2011,10,ReservoirStorage,09116500,VOUGA RESERVOIR NEAR DOYLEVILLE,643.82,86.52
Gunnison,14020004,North Fork Gunnison,2011,10,ReservoirStorage,09009100,PAONIA RESERVOIR,2433.00,54.76
Gunnison,14020006,Uncompahgre,2011,10,ReservoirStorage,09147022,RIDGEWAY RESERVOIR,65210.00,64.93
Rio Grande,13010001,Rio Grande Headwaters,2011,10,ReservoirStorage,08008130,RIO GRANDE RESERVOIR,9793.00,56.41
Rio Grande,13010001,Rio Grande Headwaters,2011,10,ReservoirStorage,08008150,SANTA MARIA RESERVOIR,7100.00,50.22
Rio Grande,13010001,Rio Grande Headwaters,2011,10,ReservoirStorage,08008170,CONTINENTAL RESERVOIR,2009.00,51.03
