Basin,HUC8,HUC8 Name,Report Year,Report Month,Component Type,Component ID,Component Name,Component Volume,Component NEP
Arkansas,11020001,Arkansas Headwaters,2010,10,ReservoirStorage,07007020,CLEAR CREEK RESERVOIR,6500.00,61.19
Arkansas,11020001,Arkansas Headwaters,2010,10,ReservoirStorage,07007110,TURQUOISE LAKE,112903.00,50.27
Arkansas,11020001,Arkansas Headwaters,2010,10,ReservoirStorage,07007120,TWIN LAKES RESERVOIR,62469.00,66.62
Arkansas,11020001,Arkansas Headwaters,2010,10,ReservoirStorage,09009040,HOMESTAKE RESERVOIR,37294.00,54.98
Arkansas,11020002,Upper Arkansas,2010,10,ReservoirStorage,07007090,PUEBLO RESERVOIR,184750.00,75.08
Arkansas,11020005,Upper Arkansas-Lake Meredith,2010,10,ReservoirStorage,07007070,MEREDITH RESERVOIR,27490.00,70.44
Arkansas,11020005,Upper Arkansas-Lake Meredith,2010,10,ReservoirStorage,07007130,LAKE HENRY,6142.00,92.08
Arkansas,11020006,Huerfano,2010,10,ReservoirStorage,07007030,CUCHARAS RESERVOIR,0.00,17.66
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2010,10,ReservoirStorage,07007010,ADOBE CREEK RESERVOIR,10842.00,52.25
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2010,10,ReservoirStorage,07007060,JOHN MARTIN RESERVOIR,27100.00,58.08
Arkansas,11020010,Purgatoire,2010,10,ReservoirStorage,07007100,TRINIDAD LAKE,13300.00,43.78
Colorado,14010001,Colorado Headwaters,2010,10,ReservoirStorage,09009150,WILLIAMS FORK RESERVOIR,86400.00,78.93
Colorado,14010001,Colorado Headwaters,2010,10,ReservoirStorage,09041395,WOLFORD MOUNTAIN RESERVOIR,55600.00,92.77
Colorado,14010002,Blue,2010,10,ReservoirStorage,09009030,GREEN MOUNTAIN RESERVOIR,102700.00,29.44
Colorado,14010004,Roaring Fork,2010,10,ReservoirStorage,09009110,RUEDI RESERVOIR,78690.41,9.21
Colorado,14010005,Colorado Headwaters-Plateau,2010,10,ReservoirStorage,09009140,VEGA RESERVOIR,9000.00,47.51
Gunnison,14020001,East-Taylor,2010,10,ReservoirStorage,09009120,TAYLOR PARK RESERVOIR,72419.00,42.25
Gunnison,14020002,Upper Gunnison,2010,10,ReservoirStorage,09009010,BLUE MESA RESERVOIR,609162.00,37.26
Gunnison,14020002,Upper Gunnison,2010,10,ReservoirStorage,09009080,MORROW POINT RESERVOIR,108130.00,9.49
Gunnison,14020002,Upper Gunnison,2010,10,ReservoirStorage,09009330,FRUITLAND RESERVOIR,800.00,73.63
Gunnison,14020002,Upper Gunnison,2010,10,ReservoirStorage,09009340,CRAWFORD RESERVOIR,5300.00,58.71
Gunnison,14020002,Upper Gunnison,2010,10,ReservoirStorage,09125800,SILVER JACK RESERVOIR,1530.00,9.50
Gunnison,14020003,Tomichi,2010,10,ReservoirStorage,09116500,VOUGA RESERVOIR NEAR DOYLEVILLE,373.00,71.92
Gunnison,14020004,North Fork Gunnison,2010,10,ReservoirStorage,09009100,PAONIA RESERVOIR,561.00,6.04
Gunnison,14020006,Uncompahgre,2010,10,ReservoirStorage,09147022,RIDGEWAY RESERVOIR,60920.00,55.71
Rio Grande,13010001,Rio Grande Headwaters,2010,10,ReservoirStorage,08008130,RIO GRANDE RESERVOIR,11034.00,58.96
Rio Grande,13010001,Rio Grande Headwaters,2010,10,ReservoirStorage,08008150,SANTA MARIA RESERVOIR,5284.00,33.83
Rio Grande,13010001,Rio Grande Headwaters,2010,10,ReservoirStorage,08008170,CONTINENTAL RESERVOIR,2400.00,61.19
Rio Grande,13010002,Alamosa-Trinchera,2010,10,ReservoirStorage,08008160,MOUNTAIN HOME,1484.00,15.60
Rio Grande,13010002,Alamosa-Trinchera,2010,10,ReservoirStorage,MTNRESCO,TERRACE RESERVOIR,1085.00,23.90
Rio Grande,13010005,Conejos,2010,10,ReservoirStorage,08008120,PLATORO RESERVOIR,21047.00,57.87
San Juan-Dolores,14030002,Upper Dolores,2010,10,ReservoirStorage,09009170,GROUNDHOG RESERVOIR,13700.00,51.24
San Juan-Dolores,14030002,Upper Dolores,2010,10,ReservoirStorage,MPHC2000,MCPHEE RESERVOIR,282956.00,68.28
San Juan-Dolores,14080101,Upper San Juan,2010,10,ReservoirStorage,09009130,VALLECITO RESERVOIR,59700.00,36.05
San Juan-Dolores,14080104,Animas,2010,10,ReservoirStorage,09009070,LEMON RESERVOIR,12062.00,24.03
San Juan-Dolores,14080105,Middle San Juan,2010,10,ReservoirStorage,LONRESCO,LONG HOLLOW RESERVOIR,0.00,50.00
San Juan-Dolores,14080107,Mancos,2010,10,ReservoirStorage,09009050,JACKSON GULCH RESERVOIR,5708.00,72.97
South Platte,10190001,South Platte Headwater,2010,10,ReservoirStorage,06016010,ANTERO RESERVOIR,19300.00,61.97
South Platte,10190001,South Platte Headwater,2010,10,ReservoirStorage,06016100,ELEVENMILE CANYON RESERVOIR,98869.00,43.57
South Platte,10190001,South Platte Headwater,2010,10,ReservoirStorage,16016025,SPINNEY MOUNTAIN RESERVOIR,39108.00,68.47
South Platte,10190002,Upper South Platte,2010,10,ReservoirStorage,06016080,CHEESMAN LAKE,77311.00,84.01
South Platte,10190002,Upper South Platte,2010,10,ReservoirStorage,09009020,DILLON RESERVOIR,229900.00,19.77
South Platte,10190003,Middle South Platte-Cherry Creek,2010,10,ReservoirStorage,06016020,BARR LAKE,6448.00,25.90
South Platte,10190003,Middle South Platte-Cherry Creek,2010,10,ReservoirStorage,06016230,MILTON RESERVOIR,4358.00,25.51
South Platte,10190003,Middle South Platte-Cherry Creek,2010,10,ReservoirStorage,06016280,STANDLEY RESERVOIR,34132.00,43.30
South Platte,10190003,Middle South Platte-Cherry Creek,2010,10,ReservoirStorage,06016370,HORSECREEK RESERVOIR,1830.00,55.61
South Platte,10190005,St. Vrain,2010,10,ReservoirStorage,06016130,GROSS RESERVOIR,37100.00,80.35
South Platte,10190005,St. Vrain,2010,10,ReservoirStorage,06016220,MARSHALL RESERVOIR,4779.00,53.94
South Platte,10190005,St. Vrain,2010,10,ReservoirStorage,06016260,BUTTONROCK (RALPH PRICE) RESERVOIR,16100.00,88.71
South Platte,10190005,St. Vrain,2010,10,ReservoirStorage,06016290,TERRY RESERVOIR,5703.00,75.21
South Platte,10190005,St. Vrain,2010,10,ReservoirStorage,06016300,UNION RESERVOIR,11186.00,67.18
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,06016040,BOYD LAKE,38141.00,86.07
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,06016060,CARTER LAKE,52001.00,55.63
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,06016180,LAKE LOVELAND RESERVOIR,6469.00,31.84
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,06016190,LONE TREE RESERVOIR,3080.00,58.71
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,06016200,MARIANO RESERVOIR,265.00,22.64
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,09009060,LAKE GRANBY,418800.00,64.26
South Platte,10190006,Big Thompson,2010,10,ReservoirStorage,09009160,WILLOW CREEK RESERVOIR,8000.00,59.95
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016030,BLACK HOLLOW RESERVOIR,3171.00,89.80
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016050,CACHE LA POUDRE,517.00,14.96
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016070,CHAMBERS LAKE,6136.00,93.37
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016090,COBB LAKE,18080.00,80.74
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016120,FOSSIL CREEK RESERVOIR,3882.00,64.93
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016140,HALLIGAN RESERVOIR,1500.00,73.63
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016150,HORSETOOTH RESERVOIR,95281.00,76.48
South Platte,10190007,Cache La Poudre,2010,10,ReservoirStorage,06016310,WINDSOR RESERVOIR,4051.00,65.64
South Platte,10190012,Middle South Platte-Sterling,2010,10,ReservoirStorage,06016110,EMPIRE RESERVOIR,7085.00,44.25
South Platte,10190012,Middle South Platte-Sterling,2010,10,ReservoirStorage,06016160,JACKSON LAKE RESERVOIR,14271.00,63.29
South Platte,10190012,Middle South Platte-Sterling,2010,10,ReservoirStorage,06016170,JULESBURG RESERVOIR,6405.00,49.65
South Platte,10190012,Middle South Platte-Sterling,2010,10,ReservoirStorage,06016240,POINT OF ROCKS RESERVOIR,11601.00,70.30
South Platte,10190012,Middle South Platte-Sterling,2010,10,ReservoirStorage,06016250,PREWITT RESERVOIR,17174.00,87.31
South Platte,10190012,Middle South Platte-Sterling,2010,10,ReservoirStorage,06016270,RIVERSIDE RESERVOIR,14630.00,81.73
Yampa-White,14050001,Upper Yampa,2010,10,ReservoirStorage,09237495,STAGECOACH RESERVOIR NR OAK CREEK,23357.00,48.28
Yampa-White,14050001,Upper Yampa,2010,10,ReservoirStorage,YAMRESCO,YAMCOLO RESERVOIR,3697.13,59.77
Arkansas,11020001,Arkansas Headwaters,2010,11,ReservoirStorage,07007020,CLEAR CREEK RESERVOIR,6100.00,58.71
Arkansas,11020001,Arkansas Headwaters,2010,11,ReservoirStorage,07007110,TURQUOISE LAKE,111901.00,56.42
Arkansas,11020001,Arkansas Headwaters,2010,11,ReservoirStorage,07007120,TWIN LAKES RESERVOIR,44364.00,31.91
Arkansas,11020001,Arkansas Headwaters,2010,11,ReservoirStorage,09009040,HOMESTAKE RESERVOIR,37500.00,58.12
Arkansas,11020002,Upper Arkansas,2010,11,ReservoirStorage,07007090,PUEBLO RESERVOIR,181408.00,74.65
Arkansas,11020005,Upper Arkansas-Lake Meredith,2010,11,ReservoirStorage,07007070,MEREDITH RESERVOIR,25950.86,70.93
Arkansas,11020005,Upper Arkansas-Lake Meredith,2010,11,ReservoirStorage,07007130,LAKE HENRY,5607.86,96.44
Arkansas,11020006,Huerfano,2010,11,ReservoirStorage,07007030,CUCHARAS RESERVOIR,59.60,43.63
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2010,11,ReservoirStorage,07007010,ADOBE CREEK RESERVOIR,8878.86,54.11
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2010,11,ReservoirStorage,07007060,JOHN MARTIN RESERVOIR,26900.00,55.59
Arkansas,11020010,Purgatoire,2010,11,ReservoirStorage,07007100,TRINIDAD LAKE,14200.00,45.02
Colorado,14010001,Colorado Headwaters,2010,11,ReservoirStorage,09009150,WILLIAMS FORK RESERVOIR,84200.00,83.86
Colorado,14010001,Colorado Headwaters,2010,11,ReservoirStorage,09041395,WOLFORD MOUNTAIN RESERVOIR,54900.00,97.84
Colorado,14010002,Blue,2010,11,ReservoirStorage,09009030,GREEN MOUNTAIN RESERVOIR,72500.00,15.96
Colorado,14010004,Roaring Fork,2010,11,ReservoirStorage,09009110,RUEDI RESERVOIR,76751.00,18.32
Colorado,14010005,Colorado Headwaters-Plateau,2010,11,ReservoirStorage,09009140,VEGA RESERVOIR,9400.00,48.76
Gunnison,14020001,East-Taylor,2010,11,ReservoirStorage,09009120,TAYLOR PARK RESERVOIR,73404.00,63.23
Gunnison,14020002,Upper Gunnison,2010,11,ReservoirStorage,09009010,BLUE MESA RESERVOIR,552135.00,23.54
Gunnison,14020002,Upper Gunnison,2010,11,ReservoirStorage,09009080,MORROW POINT RESERVOIR,112120.00,38.45
Gunnison,14020002,Upper Gunnison,2010,11,ReservoirStorage,09009330,FRUITLAND RESERVOIR,400.00,50.00
Gunnison,14020002,Upper Gunnison,2010,11,ReservoirStorage,09009340,CRAWFORD RESERVOIR,4700.00,46.27
Gunnison,14020002,Upper Gunnison,2010,11,ReservoirStorage,09125800,SILVER JACK RESERVOIR,750.00,5.12
Gunnison,14020003,Tomichi,2010,11,ReservoirStorage,09116500,VOUGA RESERVOIR NEAR DOYLEVILLE,460.00,71.14
Gunnison,14020004,North Fork Gunnison,2010,11,ReservoirStorage,09009100,PAONIA RESERVOIR,901.00,9.26
Gunnison,14020006,Uncompahgre,2010,11,ReservoirStorage,09147022,RIDGEWAY RESERVOIR,62900.00,57.32
Rio Grande,13010001,Rio Grande Headwaters,2010,11,ReservoirStorage,08008130,RIO GRANDE RESERVOIR,10981.00,58.70
Rio Grande,13010001,Rio Grande Headwaters,2010,11,ReservoirStorage,08008150,SANTA MARIA RESERVOIR,5243.00,31.34
Rio Grande,13010001,Rio Grande Headwaters,2010,11,ReservoirStorage,08008170,CONTINENTAL RESERVOIR,2435.00,64.12
Rio Grande,13010002,Alamosa-Trinchera,2010,11,ReservoirStorage,08008160,MOUNTAIN HOME,1322.00,15.52
Rio Grande,13010002,Alamosa-Trinchera,2010,11,ReservoirStorage,MTNRESCO,TERRACE RESERVOIR,1316.00,24.59
Rio Grande,13010005,Conejos,2010,11,ReservoirStorage,08008120,PLATORO RESERVOIR,20869.50,60.13
San Juan-Dolores,14030002,Upper Dolores,2010,11,ReservoirStorage,09009170,GROUNDHOG RESERVOIR,13300.00,51.87
San Juan-Dolores,14030002,Upper Dolores,2010,11,ReservoirStorage,MPHC2000,MCPHEE RESERVOIR,277319.00,67.33
San Juan-Dolores,14080101,Upper San Juan,2010,11,ReservoirStorage,09009130,VALLECITO RESERVOIR,58100.00,46.08
San Juan-Dolores,14080104,Animas,2010,11,ReservoirStorage,09009070,LEMON RESERVOIR,13845.00,23.97
San Juan-Dolores,14080105,Middle San Juan,2010,11,ReservoirStorage,LONRESCO,LONG HOLLOW RESERVOIR,0.00,50.00
San Juan-Dolores,14080107,Mancos,2010,11,ReservoirStorage,09009050,JACKSON GULCH RESERVOIR,5278.00,70.08
South Platte,10190001,South Platte Headwater,2010,11,ReservoirStorage,06016010,ANTERO RESERVOIR,19600.00,64.93
South Platte,10190001,South Platte Headwater,2010,11,ReservoirStorage,06016100,ELEVENMILE CANYON RESERVOIR,99864.00,89.66
South Platte,10190001,South Platte Headwater,2010,11,ReservoirStorage,16016025,SPINNEY MOUNTAIN RESERVOIR,36116.00,65.41
South Platte,10190002,Upper South Platte,2010,11,ReservoirStorage,06016080,CHEESMAN LAKE,77501.00,89.63
South Platte,10190002,Upper South Platte,2010,11,ReservoirStorage,09009020,DILLON RESERVOIR,219700.00,12.31
South Platte,10190003,Middle South Platte-Cherry Creek,2010,11,ReservoirStorage,06016020,BARR LAKE,8438.00,18.77
South Platte,10190003,Middle South Platte-Cherry Creek,2010,11,ReservoirStorage,06016230,MILTON RESERVOIR,3722.00,17.51
South Platte,10190003,Middle South Platte-Cherry Creek,2010,11,ReservoirStorage,06016280,STANDLEY RESERVOIR,34023.00,49.55
South Platte,10190003,Middle South Platte-Cherry Creek,2010,11,ReservoirStorage,06016370,HORSECREEK RESERVOIR,1659.00,35.53
South Platte,10190005,St. Vrain,2010,11,ReservoirStorage,06016130,GROSS RESERVOIR,37300.00,78.42
South Platte,10190005,St. Vrain,2010,11,ReservoirStorage,06016220,MARSHALL RESERVOIR,4026.00,37.56
South Platte,10190005,St. Vrain,2010,11,ReservoirStorage,06016260,BUTTONROCK (RALPH PRICE) RESERVOIR,15900.00,85.66
South Platte,10190005,St. Vrain,2010,11,ReservoirStorage,06016290,TERRY RESERVOIR,5703.00,77.04
South Platte,10190005,St. Vrain,2010,11,ReservoirStorage,06016300,UNION RESERVOIR,12419.00,91.45
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,06016040,BOYD LAKE,37082.00,74.74
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,06016060,CARTER LAKE,35254.00,15.67
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,06016180,LAKE LOVELAND RESERVOIR,7084.00,32.89
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,06016190,LONE TREE RESERVOIR,2972.00,32.82
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,06016200,MARIANO RESERVOIR,2372.00,48.76
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,09009060,LAKE GRANBY,419000.00,69.28
South Platte,10190006,Big Thompson,2010,11,ReservoirStorage,09009160,WILLOW CREEK RESERVOIR,7300.00,31.34
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016030,BLACK HOLLOW RESERVOIR,2816.00,42.87
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016050,CACHE LA POUDRE,1628.00,20.25
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016070,CHAMBERS LAKE,4752.00,84.02
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016090,COBB LAKE,20325.00,87.37
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016120,FOSSIL CREEK RESERVOIR,4831.00,48.12
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016140,HALLIGAN RESERVOIR,2600.00,83.58
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016150,HORSETOOTH RESERVOIR,64425.00,48.27
South Platte,10190007,Cache La Poudre,2010,11,ReservoirStorage,06016310,WINDSOR RESERVOIR,11152.00,94.36
South Platte,10190012,Middle South Platte-Sterling,2010,11,ReservoirStorage,06016110,EMPIRE RESERVOIR,5532.00,38.27
South Platte,10190012,Middle South Platte-Sterling,2010,11,ReservoirStorage,06016160,JACKSON LAKE RESERVOIR,13245.00,48.17
South Platte,10190012,Middle South Platte-Sterling,2010,11,ReservoirStorage,06016170,JULESBURG RESERVOIR,10182.00,44.44
South Platte,10190012,Middle South Platte-Sterling,2010,11,ReservoirStorage,06016240,POINT OF ROCKS RESERVOIR,18392.00,60.76
South Platte,10190012,Middle South Platte-Sterling,2010,11,ReservoirStorage,06016250,PREWITT RESERVOIR,15104.00,61.49
South Platte,10190012,Middle South Platte-Sterling,2010,11,ReservoirStorage,06016270,RIVERSIDE RESERVOIR,17726.00,80.10
Yampa-White,14050001,Upper Yampa,2010,11,ReservoirStorage,09237495,STAGECOACH RESERVOIR NR OAK CREEK,22863.00,47.48
Yampa-White,14050001,Upper Yampa,2010,11,ReservoirStorage,YAMRESCO,YAMCOLO RESERVOIR,4343.00,61.34
Arkansas,11020001,Arkansas Headwaters,2010,12,ReservoirStorage,07007020,CLEAR CREEK RESERVOIR,6500.00,61.19
Arkansas,11020001,Arkansas Headwaters,2010,12,ReservoirStorage,07007110,TURQUOISE LAKE,97616.00,42.38
Arkansas,11020001,Arkansas Headwaters,2010,12,ReservoirStorage,07007120,TWIN LAKES RESERVOIR,44372.00,32.62
Arkansas,11020001,Arkansas Headwaters,2010,12,ReservoirStorage,09009040,HOMESTAKE RESERVOIR,37300.00,58.13
Arkansas,11020002,Upper Arkansas,2010,12,ReservoirStorage,07007090,PUEBLO RESERVOIR,191360.00,75.39
Arkansas,11020005,Upper Arkansas-Lake Meredith,2010,12,ReservoirStorage,07007070,MEREDITH RESERVOIR,25071.07,70.53
Arkansas,11020005,Upper Arkansas-Lake Meredith,2010,12,ReservoirStorage,07007130,LAKE HENRY,5332.64,84.88
Arkansas,11020006,Huerfano,2010,12,ReservoirStorage,07007030,CUCHARAS RESERVOIR,59.70,37.40
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2010,12,ReservoirStorage,07007010,ADOBE CREEK RESERVOIR,14438.14,55.11
Arkansas,11020009,Upper Arkansas-John Martin Reservoir,2010,12,ReservoirStorage,07007060,JOHN MARTIN RESERVOIR,33000.00,52.66
Arkansas,11020010,Purgatoire,2010,12,ReservoirStorage,07007100,TRINIDAD LAKE,15000.00,43.55
Colorado,14010001,Colorado Headwaters,2010,12,ReservoirStorage,09009150,WILLIAMS FORK RESERVOIR,81500.00,86.61
Colorado,14010001,Colorado Headwaters,2010,12,ReservoirStorage,09041395,WOLFORD MOUNTAIN RESERVOIR,54400.00,97.92
Colorado,14010002,Blue,2010,12,ReservoirStorage,09009030,GREEN MOUNTAIN RESERVOIR,72100.00,16.80
Colorado,14010004,Roaring Fork,2010,12,ReservoirStorage,09009110,RUEDI RESERVOIR,75667.00,19.00
Colorado,14010005,Colorado Headwaters-Plateau,2010,12,ReservoirStorage,09009140,VEGA RESERVOIR,10900.00,53.73
Gunnison,14020001,East-Taylor,2010,12,ReservoirStorage,09009120,TAYLOR PARK RESERVOIR,73553.00,67.37
Gunnison,14020002,Upper Gunnison,2010,12,ReservoirStorage,09009010,BLUE MESA RESERVOIR,555176.00,30.23
Gunnison,14020002,Upper Gunnison,2010,12,ReservoirStorage,09009080,MORROW POINT RESERVOIR,111258.00,33.21
Gunnison,14020002,Upper Gunnison,2010,12,ReservoirStorage,09009330,FRUITLAND RESERVOIR,600.00,50.00
Gunnison,14020002,Upper Gunnison,2010,12,ReservoirStorage,09009340,CRAWFORD RESERVOIR,5100.00,37.31
Gunnison,14020002,Upper Gunnison,2010,12,ReservoirStorage,09125800,SILVER JACK RESERVOIR,1170.00,6.25
Gunnison,14020003,Tomichi,2010,12,ReservoirStorage,09116500,VOUGA RESERVOIR NEAR DOYLEVILLE,460.00,71.14
Gunnison,14020004,North Fork Gunnison,2010,12,ReservoirStorage,09009100,PAONIA RESERVOIR,369.00,1.49
Gunnison,14020006,Uncompahgre,2010,12,ReservoirStorage,09147022,RIDGEWAY RESERVOIR,65110.00,57.99
Rio Grande,13010001,Rio Grande Headwaters,2010,12,ReservoirStorage,08008130,RIO GRANDE RESERVOIR,12713.00,50.72
Rio Grande,13010001,Rio Grande Headwaters,2010,12,ReservoirStorage,08008150,SANTA MARIA RESERVOIR,5600.00,31.72
Rio Grande,13010001,Rio Grande Headwaters,2010,12,ReservoirStorage,08008170,CONTINENTAL RESERVOIR,3096.00,62.34
Rio Grande,13010002,Alamosa-Trinchera,2010,12,ReservoirStorage,08008160,MOUNTAIN HOME,1829.00,15.11
Rio Grande,13010002,Alamosa-Trinchera,2010,12,ReservoirStorage,MTNRESCO,TERRACE RESERVOIR,1502.00,22.01
Rio Grande,13010005,Conejos,2010,12,ReservoirStorage,08008120,PLATORO RESERVOIR,21223.00,61.93
San Juan-Dolores,14030002,Upper Dolores,2010,12,ReservoirStorage,09009170,GROUNDHOG RESERVOIR,13200.00,51.24
San Juan-Dolores,14030002,Upper Dolores,2010,12,ReservoirStorage,MPHC2000,MCPHEE RESERVOIR,275503.00,67.50
San Juan-Dolores,14080101,Upper San Juan,2010,12,ReservoirStorage,09009130,VALLECITO RESERVOIR,62800.00,53.19
San Juan-Dolores,14080104,Animas,2010,12,ReservoirStorage,09009070,LEMON RESERVOIR,13703.00,24.41
San Juan-Dolores,14080105,Middle San Juan,2010,12,ReservoirStorage,LONRESCO,LONG HOLLOW RESERVOIR,0.00,50.00
San Juan-Dolores,14080107,Mancos,2010,12,ReservoirStorage,09009050,JACKSON GULCH RESERVOIR,5266.00,66.64
South Platte,10190001,South Platte Headwater,2010,12,ReservoirStorage,06016010,ANTERO RESERVOIR,19700.00,62.44
South Platte,10190001,South Platte Headwater,2010,12,ReservoirStorage,06016100,ELEVENMILE CANYON RESERVOIR,99830.00,87.49
South Platte,10190001,South Platte Headwater,2010,12,ReservoirStorage,16016025,SPINNEY MOUNTAIN RESERVOIR,35908.00,70.14
South Platte,10190002,Upper South Platte,2010,12,ReservoirStorage,06016080,CHEESMAN LAKE,76804.00,83.25
South Platte,10190002,Upper South Platte,2010,12,ReservoirStorage,09009020,DILLON RESERVOIR,217800.00,15.50
South Platte,10190003,Middle South Platte-Cherry Creek,2010,12,ReservoirStorage,06016020,BARR LAKE,8620.00,11.21
South Platte,10190003,Middle South Platte-Cherry Creek,2010,12,ReservoirStorage,06016230,MILTON RESERVOIR,6722.00,17.98
South Platte,10190003,Middle South Platte-Cherry Creek,2010,12,ReservoirStorage,06016280,STANDLEY RESERVOIR,33914.00,46.91
South Platte,10190003,Middle South Platte-Cherry Creek,2010,12,ReservoirStorage,06016370,HORSECREEK RESERVOIR,1616.00,20.66
South Platte,10190005,St. Vrain,2010,12,ReservoirStorage,06016130,GROSS RESERVOIR,36400.00,85.24
South Platte,10190005,St. Vrain,2010,12,ReservoirStorage,06016220,MARSHALL RESERVOIR,3868.00,26.94
South Platte,10190005,St. Vrain,2010,12,ReservoirStorage,06016260,BUTTONROCK (RALPH PRICE) RESERVOIR,15600.00,92.29
South Platte,10190005,St. Vrain,2010,12,ReservoirStorage,06016290,TERRY RESERVOIR,5300.00,56.61
South Platte,10190005,St. Vrain,2010,12,ReservoirStorage,06016300,UNION RESERVOIR,12493.00,91.25
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,06016040,BOYD LAKE,36931.00,76.12
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,06016060,CARTER LAKE,32711.00,9.69
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,06016180,LAKE LOVELAND RESERVOIR,7315.00,41.50
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,06016190,LONE TREE RESERVOIR,4072.00,44.60
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,06016200,MARIANO RESERVOIR,3014.00,41.29
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,09009060,LAKE GRANBY,411900.00,70.57
South Platte,10190006,Big Thompson,2010,12,ReservoirStorage,09009160,WILLOW CREEK RESERVOIR,6000.00,50.00
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016030,BLACK HOLLOW RESERVOIR,2777.00,39.91
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016050,CACHE LA POUDRE,3513.00,26.21
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016070,CHAMBERS LAKE,4374.00,75.96
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016090,COBB LAKE,20325.00,88.56
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016120,FOSSIL CREEK RESERVOIR,5695.00,45.84
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016140,HALLIGAN RESERVOIR,3700.00,77.36
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016150,HORSETOOTH RESERVOIR,73985.00,55.62
South Platte,10190007,Cache La Poudre,2010,12,ReservoirStorage,06016310,WINDSOR RESERVOIR,11069.00,94.15
South Platte,10190012,Middle South Platte-Sterling,2010,12,ReservoirStorage,06016110,EMPIRE RESERVOIR,20235.00,62.21
South Platte,10190012,Middle South Platte-Sterling,2010,12,ReservoirStorage,06016160,JACKSON LAKE RESERVOIR,18986.00,52.90
South Platte,10190012,Middle South Platte-Sterling,2010,12,ReservoirStorage,06016170,JULESBURG RESERVOIR,16522.00,54.21
South Platte,10190012,Middle South Platte-Sterling,2010,12,ReservoirStorage,06016240,POINT OF ROCKS RESERVOIR,35511.00,59.94
South Platte,10190012,Middle South Platte-Sterling,2010,12,ReservoirStorage,06016250,PREWITT RESERVOIR,13602.00,53.87
South Platte,10190012,Middle South Platte-Sterling,2010,12,ReservoirStorage,06016270,RIVERSIDE RESERVOIR,34441.00,79.60
Yampa-White,14050001,Upper Yampa,2010,12,ReservoirStorage,09237495,STAGECOACH RESERVOIR NR OAK CREEK,22600.00,46.75
Yampa-White,14050001,Upper Yampa,2010,12,ReservoirStorage,YAMRESCO,YAMCOLO RESERVOIR,5312.00,64.00
Yampa-White,14050001,Upper Yampa,2011,1,ForecastedRunoff,09246200,ELKHEAD CREEK ABOVE LONG GULCH,95000.00,79.22
Yampa-White,14050001,Upper Yampa,2011,1,ReservoirStorage,09237495,STAGECOACH RESERVOIR NR OAK CREEK,22600.00,48.56
Yampa-White,14050001,Upper Yampa,2011,1,ReservoirStorage,YAMRESCO,YAMCOLO RESERVOIR,6082.00,67.55
