abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"BOCBGRCO","=""06/20/1987 00:00""","281","cfs","","","=""06/20/1987 20:00""",
"BOCBGRCO","=""06/21/1987 00:00""","267","cfs","","","=""06/21/1987 23:45""",
"BOCBGRCO","=""06/22/1987 00:00""","267","cfs","","","=""06/22/1987 20:00""",
"BOCBGRCO","=""06/23/1987 00:00""","308","cfs","","","=""06/23/1987 20:00""",
"BOCBGRCO","=""06/24/1987 00:00""","325","cfs","","","=""06/24/1987 23:45""",
"BOCBGRCO","=""06/25/1987 00:00""","325","cfs","","","=""06/25/1987 20:00""",
"BOCBGRCO","=""06/26/1987 00:00""","311","cfs","","","=""06/26/1987 23:45""",
"BOCBGRCO","=""06/27/1987 00:00""","306","cfs","","","=""06/27/1987 23:45""",
"BOCBGRCO","=""06/28/1987 00:00""","306","cfs","","","=""06/28/1987 20:00""",
"BOCBGRCO","=""06/29/1987 00:00""","308","cfs","","","=""06/29/1987 23:45""",
"BOCBGRCO","=""06/30/1987 00:00""","330","cfs","","","=""06/30/1987 23:45""",
"BOCBGRCO","=""07/01/1987 00:00""","290","cfs","","","=""07/01/1987 23:45""",
"BOCBGRCO","=""07/02/1987 00:00""","220","cfs","","Obs*","=""07/02/1987 23:45""",
"BOCBGRCO","=""07/03/1987 00:00""","219","cfs","","","=""07/03/1987 23:45""",
"BOCBGRCO","=""07/04/1987 00:00""","259","cfs","","","=""07/04/1987 20:00""",
"BOCBGRCO","=""07/05/1987 00:00""","276","cfs","","","=""07/05/1987 23:45""",
"BOCBGRCO","=""07/06/1987 00:00""","262","cfs","","","=""07/06/1987 23:45""",
"BOCBGRCO","=""07/07/1987 00:00""","258","cfs","","","=""07/07/1987 23:45""",
"BOCBGRCO","=""07/08/1987 00:00""","258","cfs","","","=""07/08/1987 23:45""",
"BOCBGRCO","=""07/09/1987 00:00""","258","cfs","","","=""07/09/1987 23:45""",
"BOCBGRCO","=""07/10/1987 00:00""","258","cfs","","","=""07/10/1987 23:45""",
"BOCBGRCO","=""07/11/1987 00:00""","258","cfs","","","=""07/11/1987 23:45""",
"BOCBGRCO","=""07/12/1987 00:00""","258","cfs","","","=""07/12/1987 23:45""",
"BOCBGRCO","=""07/13/1987 00:00""","258","cfs","","","=""07/13/1987 23:45""",
"BOCBGRCO","=""07/14/1987 00:00""","258","cfs","","","=""07/14/1987 23:45""",
"BOCBGRCO","=""07/15/1987 00:00""","258","cfs","","","=""07/15/1987 23:45""",
"BOCBGRCO","=""07/16/1987 00:00""","258","cfs","","","=""07/16/1987 23:45""",
"BOCBGRCO","=""07/17/1987 00:00""","257","cfs","","","=""07/17/1987 23:45""",
"BOCBGRCO","=""07/18/1987 00:00""","256","cfs","","","=""07/18/1987 23:45""",
"BOCBGRCO","=""07/19/1987 00:00""","256","cfs","","","=""07/19/1987 23:45""",
"BOCBGRCO","=""07/20/1987 00:00""","276","cfs","","","=""07/20/1987 23:45""",
"BOCBGRCO","=""07/21/1987 00:00""","303","cfs","","","=""07/21/1987 23:45""",
"BOCBGRCO","=""07/22/1987 00:00""","303","cfs","","","=""07/22/1987 23:45""",
"BOCBGRCO","=""07/23/1987 00:00""","323","cfs","","","=""07/23/1987 23:45""",
"BOCBGRCO","=""07/24/1987 00:00""","329","cfs","","","=""07/24/1987 23:45""",
"BOCBGRCO","=""07/25/1987 00:00""","328","cfs","","","=""07/25/1987 23:45""",
"BOCBGRCO","=""07/26/1987 00:00""","327","cfs","","","=""07/26/1987 23:45""",
"BOCBGRCO","=""07/27/1987 00:00""","327","cfs","","","=""07/27/1987 23:45""",
"BOCBGRCO","=""07/28/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""07/29/1987 00:00""","325","cfs","","","=""07/29/1987 23:45""",
"BOCBGRCO","=""07/30/1987 00:00""","325","cfs","","","=""07/30/1987 23:45""",
"BOCBGRCO","=""07/31/1987 00:00""","302","cfs","","","=""07/31/1987 23:45""",
"BOCBGRCO","=""08/01/1987 00:00""","300","cfs","","","=""08/01/1987 23:45""",
"BOCBGRCO","=""08/02/1987 00:00""","239","cfs","","","=""08/02/1987 23:45""",
"BOCBGRCO","=""08/03/1987 00:00""","203","cfs","","","=""08/03/1987 23:45""",
"BOCBGRCO","=""08/04/1987 00:00""","203","cfs","","","=""08/04/1987 23:45""",
"BOCBGRCO","=""08/05/1987 00:00""","228","cfs","","","=""08/05/1987 20:00""",
"BOCBGRCO","=""08/06/1987 00:00""","238","cfs","","","=""08/06/1987 23:45""",
"BOCBGRCO","=""08/07/1987 00:00""","238","cfs","","","=""08/07/1987 23:45""",
"BOCBGRCO","=""08/08/1987 00:00""","238","cfs","","","=""08/08/1987 23:45""",
"BOCBGRCO","=""08/09/1987 00:00""","238","cfs","","","=""08/09/1987 23:45""",
"BOCBGRCO","=""08/10/1987 00:00""","238","cfs","","","=""08/10/1987 23:45""",
"BOCBGRCO","=""08/11/1987 00:00""","237","cfs","","","=""08/11/1987 23:45""",
"BOCBGRCO","=""08/12/1987 00:00""","237","cfs","","","=""08/12/1987 20:00""",
"BOCBGRCO","=""08/13/1987 00:00""","236","cfs","","","=""08/13/1987 23:45""",
"BOCBGRCO","=""08/14/1987 00:00""","221","cfs","","","=""08/14/1987 23:45""",
"BOCBGRCO","=""08/15/1987 00:00""","215","cfs","","","=""08/15/1987 23:45""",
"BOCBGRCO","=""08/16/1987 00:00""","215","cfs","","","=""08/16/1987 23:45""",
"BOCBGRCO","=""08/17/1987 00:00""","263","cfs","","","=""08/17/1987 23:45""",
"BOCBGRCO","=""08/18/1987 00:00""","277","cfs","","","=""08/18/1987 23:45""",
"BOCBGRCO","=""08/19/1987 00:00""","276","cfs","","","=""08/19/1987 23:45""",
"BOCBGRCO","=""08/20/1987 00:00""","276","cfs","","","=""08/20/1987 23:45""",
"BOCBGRCO","=""08/21/1987 00:00""","242","cfs","","","=""08/21/1987 20:00""",
"BOCBGRCO","=""08/22/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""08/23/1987 00:00""","186","cfs","","","=""08/23/1987 23:45""",
"BOCBGRCO","=""08/24/1987 00:00""","141","cfs","","","=""08/24/1987 23:45""",
"BOCBGRCO","=""08/25/1987 00:00""","132","cfs","","","=""08/25/1987 23:45""",
"BOCBGRCO","=""08/26/1987 00:00""","134","cfs","","","=""08/26/1987 23:45""",
"BOCBGRCO","=""08/27/1987 00:00""","134","cfs","","","=""08/27/1987 23:45""",
"BOCBGRCO","=""08/28/1987 00:00""","132","cfs","","","=""08/28/1987 23:45""",
"BOCBGRCO","=""08/29/1987 00:00""","132","cfs","","","=""08/29/1987 23:45""",
"BOCBGRCO","=""08/30/1987 00:00""","132","cfs","","","=""08/30/1987 23:45""",
"BOCBGRCO","=""08/31/1987 00:00""","132","cfs","","","=""08/31/1987 23:45""",
"BOCBGRCO","=""09/01/1987 00:00""","132","cfs","","","=""09/01/1987 23:45""",
"BOCBGRCO","=""09/02/1987 00:00""","132","cfs","","","=""09/02/1987 23:45""",
"BOCBGRCO","=""09/03/1987 00:00""","132","cfs","","","=""09/03/1987 23:45""",
"BOCBGRCO","=""09/04/1987 00:00""","132","cfs","","","=""09/04/1987 23:45""",
"BOCBGRCO","=""09/05/1987 00:00""","132","cfs","","","=""09/05/1987 23:45""",
"BOCBGRCO","=""09/06/1987 00:00""","132","cfs","","","=""09/06/1987 23:45""",
"BOCBGRCO","=""09/07/1987 00:00""","132","cfs","","","=""09/07/1987 23:45""",
"BOCBGRCO","=""09/08/1987 00:00""","132","cfs","","","=""09/08/1987 23:45""",
"BOCBGRCO","=""09/09/1987 00:00""","132","cfs","","","=""09/09/1987 23:45""",
"BOCBGRCO","=""09/10/1987 00:00""","131","cfs","","","=""09/10/1987 23:45""",
"BOCBGRCO","=""09/11/1987 00:00""","105","cfs","","","=""09/11/1987 23:45""",
"BOCBGRCO","=""09/12/1987 00:00""","95.9","cfs","","","=""09/12/1987 23:45""",
"BOCBGRCO","=""09/13/1987 00:00""","95.4","cfs","","","=""09/13/1987 23:45""",
"BOCBGRCO","=""09/14/1987 00:00""","101","cfs","","","=""09/14/1987 23:45""",
"BOCBGRCO","=""09/15/1987 00:00""","102","cfs","","","=""09/15/1987 23:45""",
"BOCBGRCO","=""09/16/1987 00:00""","93.2","cfs","","","=""09/16/1987 23:45""",
"BOCBGRCO","=""09/17/1987 00:00""","90.2","cfs","","","=""09/17/1987 16:00""",
"BOCBGRCO","=""09/18/1987 00:00""","90.2","cfs","","","=""09/18/1987 23:45""",
"BOCBGRCO","=""09/19/1987 00:00""","90.2","cfs","","","=""09/19/1987 23:45""",
"BOCBGRCO","=""09/20/1987 00:00""","90.2","cfs","","","=""09/20/1987 23:45""",
"BOCBGRCO","=""09/21/1987 00:00""","90.2","cfs","","","=""09/21/1987 23:45""",
"BOCBGRCO","=""09/22/1987 00:00""","90.2","cfs","","","=""09/22/1987 23:45""",
"BOCBGRCO","=""09/23/1987 00:00""","89.5","cfs","","","=""09/23/1987 23:45""",
"BOCBGRCO","=""09/24/1987 00:00""","88.7","cfs","","","=""09/24/1987 23:45""",
"BOCBGRCO","=""09/25/1987 00:00""","88.7","cfs","","","=""09/25/1987 23:45""",
"BOCBGRCO","=""09/26/1987 00:00""","88.7","cfs","","","=""09/26/1987 23:45""",
"BOCBGRCO","=""09/27/1987 00:00""","88.7","cfs","","","=""09/27/1987 23:45""",
"BOCBGRCO","=""09/28/1987 00:00""","88.7","cfs","","","=""09/28/1987 23:45""",
"BOCBGRCO","=""09/29/1987 00:00""","88.7","cfs","","","=""09/29/1987 23:45""",
"BOCBGRCO","=""09/30/1987 00:00""","88.7","cfs","","","=""09/30/1987 23:45""",
"BOCBGRCO","=""10/01/1987 00:00""","93.2","cfs","","","=""10/01/1987 20:00""",
"BOCBGRCO","=""10/02/1987 00:00""","94.7","cfs","","","=""10/02/1987 20:00""",
"BOCBGRCO","=""10/03/1987 00:00""","97.7","cfs","","","=""10/03/1987 20:00""",
"BOCBGRCO","=""10/04/1987 00:00""","97.7","cfs","","","=""10/04/1987 20:00""",
"BOCBGRCO","=""10/05/1987 00:00""","97.7","cfs","","","=""10/05/1987 20:00""",
"BOCBGRCO","=""10/06/1987 00:00""","97.7","cfs","","","=""10/06/1987 20:00""",
"BOCBGRCO","=""10/07/1987 00:00""","97.7","cfs","","","=""10/07/1987 20:00""",
"BOCBGRCO","=""10/08/1987 00:00""","90","cfs","","","=""10/08/1987 20:00""",
"BOCBGRCO","=""10/09/1987 00:00""","84.5","cfs","","","=""10/09/1987 20:00""",
"BOCBGRCO","=""10/10/1987 00:00""","84.4","cfs","","","=""10/10/1987 20:00""",
"BOCBGRCO","=""10/11/1987 00:00""","95.4","cfs","","","=""10/11/1987 23:45""",
"BOCBGRCO","=""10/12/1987 00:00""","95.2","cfs","","","=""10/12/1987 23:45""",
"BOCBGRCO","=""10/13/1987 00:00""","95.4","cfs","","","=""10/13/1987 20:00""",
"BOCBGRCO","=""10/14/1987 00:00""","96.2","cfs","","","=""10/14/1987 23:45""",
"BOCBGRCO","=""10/15/1987 00:00""","96.1","cfs","","","=""10/15/1987 23:45""",
"BOCBGRCO","=""10/16/1987 00:00""","95.9","cfs","","","=""10/16/1987 23:45""",
"BOCBGRCO","=""10/17/1987 00:00""","94.7","cfs","","","=""10/17/1987 23:45""",
"BOCBGRCO","=""10/18/1987 00:00""","95.1","cfs","","","=""10/18/1987 23:45""",
"BOCBGRCO","=""10/19/1987 00:00""","96","cfs","","","=""10/19/1987 23:45""",
"BOCBGRCO","=""10/20/1987 00:00""","96.2","cfs","","","=""10/20/1987 23:45""",
"BOCBGRCO","=""10/21/1987 00:00""","95.1","cfs","","","=""10/21/1987 23:45""",
"BOCBGRCO","=""10/22/1987 00:00""","79.4","cfs","","","=""10/22/1987 23:45""",
"BOCBGRCO","=""10/23/1987 00:00""","70.3","cfs","","","=""10/23/1987 23:45""",
"BOCBGRCO","=""10/24/1987 00:00""","70.3","cfs","","","=""10/24/1987 23:45""",
"BOCBGRCO","=""10/25/1987 00:00""","70.3","cfs","","","=""10/25/1987 23:45""",
"BOCBGRCO","=""10/26/1987 00:00""","70.3","cfs","","","=""10/26/1987 23:45""",
"BOCBGRCO","=""10/27/1987 00:00""","70.3","cfs","","","=""10/27/1987 23:45""",
"BOCBGRCO","=""10/28/1987 00:00""","70.3","cfs","","","=""10/28/1987 23:45""",
"BOCBGRCO","=""10/29/1987 00:00""","70.3","cfs","","","=""10/29/1987 23:00""",
"BOCBGRCO","=""10/30/1987 00:00""","70.3","cfs","","","=""10/30/1987 19:00""",
"BOCBGRCO","=""10/31/1987 00:00""","70.3","cfs","","","=""10/31/1987 23:45""",
"BOCBGRCO","=""11/01/1987 00:00""","70.3","cfs","","","=""11/01/1987 23:45""",
"BOCBGRCO","=""11/02/1987 00:00""","70.3","cfs","","","=""11/02/1987 23:45""",
"BOCBGRCO","=""11/03/1987 00:00""","71","cfs","","","=""11/03/1987 23:45""",
"BOCBGRCO","=""11/04/1987 00:00""","70.8","cfs","","","=""11/04/1987 23:45""",
"BOCBGRCO","=""11/05/1987 00:00""","70.3","cfs","","","=""11/05/1987 23:45""",
"BOCBGRCO","=""11/06/1987 00:00""","70.5","cfs","","","=""11/06/1987 23:45""",
"BOCBGRCO","=""11/07/1987 00:00""","70.4","cfs","","","=""11/07/1987 23:45""",
"BOCBGRCO","=""11/08/1987 00:00""","70.6","cfs","","","=""11/08/1987 23:45""",
"BOCBGRCO","=""11/09/1987 00:00""","70.3","cfs","","","=""11/09/1987 23:45""",
"BOCBGRCO","=""11/10/1987 00:00""","70.3","cfs","","","=""11/10/1987 23:45""",
"BOCBGRCO","=""11/11/1987 00:00""","70.3","cfs","","","=""11/11/1987 15:00""",
"BOCBGRCO","=""11/12/1987 00:00""","70.3","cfs","","","=""11/12/1987 23:45""",
"BOCBGRCO","=""11/13/1987 00:00""","70.3","cfs","","","=""11/13/1987 23:45""",
"BOCBGRCO","=""11/14/1987 00:00""","70.3","cfs","","","=""11/14/1987 23:45""",
"BOCBGRCO","=""11/15/1987 00:00""","71.2","cfs","","","=""11/15/1987 23:45""",
"BOCBGRCO","=""11/16/1987 00:00""","89.7","cfs","","","=""11/16/1987 23:45""",
"BOCBGRCO","=""11/17/1987 00:00""","101","cfs","","","=""11/17/1987 23:45""",
"BOCBGRCO","=""11/18/1987 00:00""","101","cfs","","","=""11/18/1987 23:45""",
"BOCBGRCO","=""11/19/1987 00:00""","101","cfs","","","=""11/19/1987 23:00""",
"BOCBGRCO","=""11/20/1987 00:00""","101","cfs","","","=""11/20/1987 19:00""",
"BOCBGRCO","=""11/21/1987 00:00""","101","cfs","","","=""11/21/1987 19:00""",
"BOCBGRCO","=""11/22/1987 00:00""","101","cfs","","","=""11/22/1987 19:00""",
"BOCBGRCO","=""11/23/1987 00:00""","101","cfs","","","=""11/23/1987 23:00""",
"BOCBGRCO","=""11/24/1987 00:00""","101","cfs","","","=""11/24/1987 23:45""",
"BOCBGRCO","=""11/25/1987 00:00""","101","cfs","","","=""11/25/1987 23:45""",
"BOCBGRCO","=""11/26/1987 00:00""","101","cfs","","","=""11/26/1987 23:45""",
"BOCBGRCO","=""11/27/1987 00:00""","99.6","cfs","","","=""11/27/1987 23:45""",
"BOCBGRCO","=""11/28/1987 00:00""","99.3","cfs","","","=""11/28/1987 23:45""",
"BOCBGRCO","=""11/29/1987 00:00""","99.3","cfs","","","=""11/29/1987 23:45""",
"BOCBGRCO","=""11/30/1987 00:00""","99.3","cfs","","","=""11/30/1987 23:45""",
"BOCBGRCO","=""12/01/1987 00:00""","99.3","cfs","","","=""12/01/1987 23:45""",
"BOCBGRCO","=""12/02/1987 00:00""","99.3","cfs","","","=""12/02/1987 23:00""",
"BOCBGRCO","=""12/03/1987 00:00""","118","cfs","","","=""12/03/1987 15:00""",
"BOCBGRCO","=""12/04/1987 00:00""","132","cfs","","","=""12/04/1987 19:00""",
"BOCBGRCO","=""12/05/1987 00:00""","132","cfs","","","=""12/05/1987 11:00""",
"BOCBGRCO","=""12/06/1987 00:00""","132","cfs","","","=""12/06/1987 19:00""",
"BOCBGRCO","=""12/07/1987 00:00""","132","cfs","","","=""12/07/1987 19:00""",
"BOCBGRCO","=""12/08/1987 00:00""","132","cfs","","","=""12/08/1987 19:00""",
"BOCBGRCO","=""12/09/1987 00:00""","143","cfs","","","=""12/09/1987 23:00""",
"BOCBGRCO","=""12/10/1987 00:00""","148","cfs","","","=""12/10/1987 19:00""",
"BOCBGRCO","=""12/11/1987 00:00""","148","cfs","","","=""12/11/1987 19:00""",
"BOCBGRCO","=""12/12/1987 00:00""","148","cfs","","","=""12/12/1987 23:00""",
"BOCBGRCO","=""12/13/1987 00:00""","146","cfs","","","=""12/13/1987 23:45""",
"BOCBGRCO","=""12/14/1987 00:00""","124","cfs","","","=""12/14/1987 11:00""",
"BOCBGRCO","=""12/15/1987 00:00""","17.7","cfs","","","=""12/15/1987 23:45""",
"BOCBGRCO","=""12/16/1987 00:00""","17.7","cfs","","","=""12/16/1987 23:45""",
"BOCBGRCO","=""12/17/1987 00:00""","17.6","cfs","","","=""12/17/1987 23:45""",
"BOCBGRCO","=""12/18/1987 00:00""","17.2","cfs","","","=""12/18/1987 23:45""",
"BOCBGRCO","=""12/19/1987 00:00""","17.6","cfs","","","=""12/19/1987 23:45""",
"BOCBGRCO","=""12/20/1987 00:00""","17.3","cfs","","","=""12/20/1987 23:45""",
"BOCBGRCO","=""12/21/1987 00:00""","17","cfs","","","=""12/21/1987 15:00""",
"BOCBGRCO","=""12/22/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/23/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/24/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/25/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/26/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/27/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/28/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/29/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/30/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""12/31/1987 00:00""","","cfs","","","",
"BOCBGRCO","=""01/01/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""01/02/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""01/03/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""01/04/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""01/05/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""01/06/1988 00:00""","17.7","cfs","","","=""01/06/1988 23:30""",
"BOCBGRCO","=""01/07/1988 00:00""","12.7","cfs","","","=""01/07/1988 23:30""",
"BOCBGRCO","=""01/08/1988 00:00""","5.33","cfs","","","=""01/08/1988 23:30""",
"BOCBGRCO","=""01/09/1988 00:00""","5.36","cfs","","","=""01/09/1988 23:30""",
"BOCBGRCO","=""01/10/1988 00:00""","5.08","cfs","","","=""01/10/1988 23:30""",
"BOCBGRCO","=""01/11/1988 00:00""","5.06","cfs","","","=""01/11/1988 23:30""",
"BOCBGRCO","=""01/12/1988 00:00""","5.25","cfs","","","=""01/12/1988 23:30""",
"BOCBGRCO","=""01/13/1988 00:00""","5.15","cfs","","","=""01/13/1988 23:30""",
"BOCBGRCO","=""01/14/1988 00:00""","3.22","cfs","","","=""01/14/1988 23:30""",
"BOCBGRCO","=""01/15/1988 00:00""","1.63","cfs","","","=""01/15/1988 23:30""",
"BOCBGRCO","=""01/16/1988 00:00""","1.66","cfs","","","=""01/16/1988 23:30""",
"BOCBGRCO","=""01/17/1988 00:00""","5.8","cfs","","","=""01/17/1988 23:30""",
"BOCBGRCO","=""01/18/1988 00:00""","2.62","cfs","","","=""01/18/1988 23:30""",
"BOCBGRCO","=""01/19/1988 00:00""","5.03","cfs","","","=""01/19/1988 23:30""",
"BOCBGRCO","=""01/20/1988 00:00""","19.6","cfs","","","=""01/20/1988 23:30""",
"BOCBGRCO","=""01/21/1988 00:00""","7.41","cfs","","","=""01/21/1988 23:30""",
"BOCBGRCO","=""01/22/1988 00:00""","7.21","cfs","","","=""01/22/1988 23:30""",
"BOCBGRCO","=""01/23/1988 00:00""","7.15","cfs","","","=""01/23/1988 23:30""",
"BOCBGRCO","=""01/24/1988 00:00""","7.21","cfs","","","=""01/24/1988 23:30""",
"BOCBGRCO","=""01/25/1988 00:00""","7.21","cfs","","","=""01/25/1988 23:30""",
"BOCBGRCO","=""01/26/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""01/27/1988 00:00""","7.22","cfs","","","=""01/27/1988 23:30""",
"BOCBGRCO","=""01/28/1988 00:00""","4.59","cfs","","","=""01/28/1988 23:30""",
"BOCBGRCO","=""01/29/1988 00:00""","2.75","cfs","","","=""01/29/1988 23:30""",
"BOCBGRCO","=""01/30/1988 00:00""","2.76","cfs","","","=""01/30/1988 23:30""",
"BOCBGRCO","=""01/31/1988 00:00""","2.77","cfs","","","=""01/31/1988 23:30""",
"BOCBGRCO","=""02/01/1988 00:00""","3.23","cfs","","","=""02/01/1988 23:30""",
"BOCBGRCO","=""02/02/1988 00:00""","6.72","cfs","","","=""02/02/1988 23:30""",
"BOCBGRCO","=""02/03/1988 00:00""","2.77","cfs","","","=""02/03/1988 03:00""",
"BOCBGRCO","=""02/04/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/05/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/06/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/07/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/08/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/09/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/10/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/11/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/12/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/13/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/14/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/15/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/16/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/17/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/18/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/19/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/20/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/21/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/22/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/23/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/24/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/25/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/26/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/27/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/28/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""02/29/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/01/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/02/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/03/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/04/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/05/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/06/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/07/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/08/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/09/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/10/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/11/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/12/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/13/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/14/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/15/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/16/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""03/17/1988 00:00""","13.1","cfs","","","=""03/17/1988 23:30""",
"BOCBGRCO","=""03/18/1988 00:00""","65.2","cfs","","","=""03/18/1988 23:30""",
"BOCBGRCO","=""03/19/1988 00:00""","81.7","cfs","","","=""03/19/1988 23:30""",
"BOCBGRCO","=""03/20/1988 00:00""","81.7","cfs","","","=""03/20/1988 23:30""",
"BOCBGRCO","=""03/21/1988 00:00""","81.7","cfs","","","=""03/21/1988 23:30""",
"BOCBGRCO","=""03/22/1988 00:00""","81.5","cfs","","","=""03/22/1988 23:30""",
"BOCBGRCO","=""03/23/1988 00:00""","81.6","cfs","","","=""03/23/1988 23:30""",
"BOCBGRCO","=""03/24/1988 00:00""","84.9","cfs","","","=""03/24/1988 23:30""",
"BOCBGRCO","=""03/25/1988 00:00""","87.2","cfs","","Obs*","=""03/25/1988 23:30""",
"BOCBGRCO","=""03/26/1988 00:00""","87.2","cfs","","~","=""03/26/1988 23:30""",
"BOCBGRCO","=""03/27/1988 00:00""","87.6","cfs","","Obs*","=""03/27/1988 23:30""",
"BOCBGRCO","=""03/28/1988 00:00""","105","cfs","","","=""03/28/1988 23:30""",
"BOCBGRCO","=""03/29/1988 00:00""","109","cfs","","","=""03/29/1988 23:30""",
"BOCBGRCO","=""03/30/1988 00:00""","109","cfs","","Obs*","=""03/30/1988 23:30""",
"BOCBGRCO","=""03/31/1988 00:00""","109","cfs","","Obs*","=""03/31/1988 23:30""",
"BOCBGRCO","=""04/01/1988 00:00""","114","cfs","","Obs*","=""04/01/1988 23:30""",
"BOCBGRCO","=""04/02/1988 00:00""","117","cfs","","Obs*","=""04/02/1988 15:00""",
"BOCBGRCO","=""04/03/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/04/1988 00:00""","117","cfs","","~","=""04/04/1988 23:30""",
"BOCBGRCO","=""04/05/1988 00:00""","116","cfs","","Obs*","=""04/05/1988 12:00""",
"BOCBGRCO","=""04/06/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/07/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/08/1988 00:00""","107","cfs","","","=""04/08/1988 23:30""",
"BOCBGRCO","=""04/09/1988 00:00""","106","cfs","","","=""04/09/1988 23:30""",
"BOCBGRCO","=""04/10/1988 00:00""","106","cfs","","","=""04/10/1988 23:30""",
"BOCBGRCO","=""04/11/1988 00:00""","106","cfs","","","=""04/11/1988 12:00""",
"BOCBGRCO","=""04/12/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/13/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/14/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/15/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/16/1988 00:00""","","cfs","","","",
"BOCBGRCO","=""04/17/1988 00:00""","135","cfs","","","=""04/17/1988 23:30""",
"BOCBGRCO","=""04/18/1988 00:00""","135","cfs","","","=""04/18/1988 12:00""",
"BOCBGRCO","=""04/19/1988 00:00""","0.35","cfs","","","=""04/19/1988 23:30""",
"BOCBGRCO","=""04/20/1988 00:00""","66.5","cfs","","","=""04/20/1988 20:00""",
"BOCBGRCO","=""04/21/1988 00:00""","","cfs","","","",
